"Tanggal","SKU","Lokasi","Permintaan"
2025-05-01,"KK-PAP-KEC-SAC","Pabrik B",180
2025-05-01,"KK-PAP-SED-POU","Pabrik A",202
2025-05-01,"KK-PAP-SED-POU","Pabrik B",125
2025-05-01,"KK-PAP-SED-SAC","Pabrik A",275
2025-05-01,"KK-PAP-SED-SAC","Pabrik B",168
2025-05-01,"TB-JAS-BES-KAC","Pabrik A",873
2025-05-01,"TB-JAS-BES-KAC","Pabrik B",489
2025-05-01,"TB-JAS-KEC-PET","Pabrik A",606
2025-05-01,"TB-JAS-KEC-PET","Pabrik B",400
2025-05-01,"TB-JAS-SED-KAC","Pabrik A",572
2025-05-01,"TB-JAS-SED-KAC","Pabrik B",375
2025-05-01,"TB-JAS-SED-PET","Pabrik A",955
2025-05-01,"TB-JAS-SED-PET","Pabrik B",694
2025-05-01,"TB-PCH-BES-KAC","Pabrik A",584
2025-05-01,"TB-PCH-BES-KAC","Pabrik B",410
2025-05-01,"TB-PCH-KEC-PET","Pabrik A",425
2025-05-01,"TB-PCH-KEC-PET","Pabrik B",273
2025-05-01,"TB-PCH-SED-KAC","Pabrik A",387
2025-05-01,"TB-PCH-SED-KAC","Pabrik B",279
2025-05-01,"TB-PCH-SED-PET","Pabrik A",577
2025-05-01,"TB-PCH-SED-PET","Pabrik B",427
2025-06-01,"KK-ORI-BES-POU","Pabrik A",407
2025-06-01,"KK-ORI-BES-POU","Pabrik B",271
2025-06-01,"KK-ORI-KEC-SAC","Pabrik A",329
2025-06-01,"KK-ORI-KEC-SAC","Pabrik B",228
2025-06-01,"KK-ORI-SED-POU","Pabrik A",258
2025-06-01,"KK-ORI-SED-POU","Pabrik B",172
2025-06-01,"KK-ORI-SED-SAC","Pabrik A",418
2025-06-01,"KK-ORI-SED-SAC","Pabrik B",257
2025-06-01,"KK-PAP-BES-POU","Pabrik A",382
2025-06-01,"KK-PAP-BES-POU","Pabrik B",221
2025-06-01,"KK-PAP-KEC-SAC","Pabrik A",292
2025-06-01,"KK-PAP-KEC-SAC","Pabrik B",180
2025-06-01,"KK-PAP-SED-POU","Pabrik A",219
2025-06-01,"KK-PAP-SED-POU","Pabrik B",139
2025-06-01,"KK-PAP-SED-SAC","Pabrik A",285
2025-06-01,"KK-PAP-SED-SAC","Pabrik B",238
2025-06-01,"TB-JAS-BES-KAC","Pabrik A",891
2025-06-01,"TB-JAS-BES-KAC","Pabrik B",706
2025-06-01,"TB-JAS-KEC-PET","Pabrik A",582
2025-06-01,"TB-JAS-KEC-PET","Pabrik B",425
2025-06-01,"TB-JAS-SED-KAC","Pabrik A",571
2025-06-01,"TB-JAS-SED-KAC","Pabrik B",435
2025-06-01,"TB-JAS-SED-PET","Pabrik A",1044
2025-06-01,"TB-JAS-SED-PET","Pabrik B",688
2025-06-01,"TB-PCH-BES-KAC","Pabrik A",622
2025-06-01,"TB-PCH-BES-KAC","Pabrik B",371
2025-06-01,"TB-PCH-KEC-PET","Pabrik A",414
2025-06-01,"TB-PCH-KEC-PET","Pabrik B",323
2025-06-01,"TB-PCH-SED-KAC","Pabrik A",450
2025-06-01,"TB-PCH-SED-KAC","Pabrik B",305
2025-06-01,"TB-PCH-SED-PET","Pabrik A",699
2025-06-01,"TB-PCH-SED-PET","Pabrik B",498
2025-07-01,"KK-ORI-BES-POU","Pabrik A",397
2025-07-01,"KK-ORI-BES-POU","Pabrik B",261
2025-07-01,"KK-ORI-KEC-SAC","Pabrik A",327
2025-07-01,"KK-ORI-KEC-SAC","Pabrik B",234
2025-07-01,"KK-ORI-SED-POU","Pabrik A",229
2025-07-01,"KK-ORI-SED-POU","Pabrik B",162
2025-07-01,"KK-ORI-SED-SAC","Pabrik A",366
2025-07-01,"KK-ORI-SED-SAC","Pabrik B",236
2025-07-01,"KK-PAP-BES-POU","Pabrik A",363
2025-07-01,"KK-PAP-BES-POU","Pabrik B",187
2025-07-01,"KK-PAP-KEC-SAC","Pabrik A",300
2025-07-01,"KK-PAP-KEC-SAC","Pabrik B",179
2025-07-01,"KK-PAP-SED-POU","Pabrik A",191
2025-07-01,"KK-PAP-SED-POU","Pabrik B",136
2025-07-01,"KK-PAP-SED-SAC","Pabrik A",285
2025-07-01,"KK-PAP-SED-SAC","Pabrik B",180
2025-07-01,"TB-JAS-BES-KAC","Pabrik A",910
2025-07-01,"TB-JAS-BES-KAC","Pabrik B",553
2025-07-01,"TB-JAS-KEC-PET","Pabrik A",695
2025-07-01,"TB-JAS-KEC-PET","Pabrik B",397
2025-07-01,"TB-JAS-SED-KAC","Pabrik A",584
2025-07-01,"TB-JAS-SED-KAC","Pabrik B",430
2025-07-01,"TB-JAS-SED-PET","Pabrik A",949
2025-07-01,"TB-JAS-SED-PET","Pabrik B",615
2025-07-01,"TB-PCH-BES-KAC","Pabrik A",599
2025-07-01,"TB-PCH-BES-KAC","Pabrik B",409
2025-07-01,"TB-PCH-KEC-PET","Pabrik A",372
2025-07-01,"TB-PCH-KEC-PET","Pabrik B",274
2025-07-01,"TB-PCH-SED-KAC","Pabrik A",435
2025-07-01,"TB-PCH-SED-KAC","Pabrik B",252
2025-07-01,"TB-PCH-SED-PET","Pabrik A",671
2025-07-01,"TB-PCH-SED-PET","Pabrik B",468
2025-08-01,"KK-ORI-BES-POU","Pabrik A",314
2025-08-01,"KK-ORI-BES-POU","Pabrik B",267
2025-08-01,"KK-ORI-KEC-SAC","Pabrik A",297
2025-08-01,"KK-ORI-KEC-SAC","Pabrik B",214
2025-08-01,"KK-ORI-SED-POU","Pabrik A",221
2025-08-01,"KK-ORI-SED-POU","Pabrik B",160
2025-08-01,"KK-ORI-SED-SAC","Pabrik A",390
2025-08-01,"KK-ORI-SED-SAC","Pabrik B",197
2025-08-01,"KK-PAP-BES-POU","Pabrik A",316
2025-08-01,"KK-PAP-BES-POU","Pabrik B",188
2025-08-01,"KK-PAP-KEC-SAC","Pabrik A",263
2025-08-01,"KK-PAP-KEC-SAC","Pabrik B",181
2025-08-01,"KK-PAP-SED-POU","Pabrik A",176
2025-08-01,"KK-PAP-SED-POU","Pabrik B",123
2025-08-01,"KK-PAP-SED-SAC","Pabrik A",316
2025-08-01,"KK-PAP-SED-SAC","Pabrik B",162
2025-08-01,"TB-JAS-BES-KAC","Pabrik A",808
2025-08-01,"TB-JAS-BES-KAC","Pabrik B",604
2025-08-01,"TB-JAS-KEC-PET","Pabrik A",302
2025-08-01,"TB-JAS-KEC-PET","Pabrik B",391
2025-08-01,"TB-JAS-SED-KAC","Pabrik A",549
2025-08-01,"TB-JAS-SED-KAC","Pabrik B",368
2025-08-01,"TB-JAS-SED-PET","Pabrik A",859
2025-08-01,"TB-JAS-SED-PET","Pabrik B",642
2025-08-01,"TB-PCH-BES-KAC","Pabrik A",649
2025-08-01,"TB-PCH-BES-KAC","Pabrik B",388
2025-08-01,"TB-PCH-KEC-PET","Pabrik A",368
2025-08-01,"TB-PCH-KEC-PET","Pabrik B",220
2025-08-01,"TB-PCH-SED-KAC","Pabrik A",430
2025-08-01,"TB-PCH-SED-KAC","Pabrik B",278
2025-08-01,"TB-PCH-SED-PET","Pabrik A",603
2025-08-01,"TB-PCH-SED-PET","Pabrik B",438
2025-09-01,"KK-ORI-BES-POU","Pabrik A",358
2025-09-01,"KK-ORI-BES-POU","Pabrik B",254
2025-09-01,"KK-ORI-KEC-SAC","Pabrik A",310
2025-09-01,"KK-ORI-KEC-SAC","Pabrik B",196
2025-09-01,"KK-ORI-SED-POU","Pabrik A",265
2025-09-01,"KK-ORI-SED-POU","Pabrik B",180
2025-09-01,"KK-ORI-SED-SAC","Pabrik A",283
2025-09-01,"KK-ORI-SED-SAC","Pabrik B",208
2025-09-01,"KK-PAP-BES-POU","Pabrik A",304
2025-09-01,"KK-PAP-BES-POU","Pabrik B",205
2025-09-01,"KK-PAP-KEC-SAC","Pabrik A",252
2025-09-01,"KK-PAP-KEC-SAC","Pabrik B",156
2025-09-01,"KK-PAP-SED-POU","Pabrik A",205
2025-09-01,"KK-PAP-SED-POU","Pabrik B",146
2025-09-01,"KK-PAP-SED-SAC","Pabrik A",272
2025-09-01,"KK-PAP-SED-SAC","Pabrik B",178
2025-09-01,"TB-JAS-BES-KAC","Pabrik A",942
2025-09-01,"TB-JAS-BES-KAC","Pabrik B",596
2025-09-01,"TB-JAS-KEC-PET","Pabrik A",549
2025-09-01,"TB-JAS-KEC-PET","Pabrik B",353
2025-09-01,"TB-JAS-SED-KAC","Pabrik A",595
2025-09-01,"TB-JAS-SED-KAC","Pabrik B",767
2025-09-01,"TB-JAS-SED-PET","Pabrik A",993
2025-09-01,"TB-JAS-SED-PET","Pabrik B",798
2025-09-01,"TB-PCH-BES-KAC","Pabrik A",586
2025-09-01,"TB-PCH-BES-KAC","Pabrik B",397
2025-09-01,"TB-PCH-KEC-PET","Pabrik A",315
2025-09-01,"TB-PCH-KEC-PET","Pabrik B",264
2025-09-01,"TB-PCH-SED-KAC","Pabrik A",416
2025-09-01,"TB-PCH-SED-KAC","Pabrik B",276
2025-09-01,"TB-PCH-SED-PET","Pabrik A",605
2025-09-01,"TB-PCH-SED-PET","Pabrik B",426
2025-10-01,"KK-ORI-BES-POU","Pabrik A",494
2025-10-01,"KK-ORI-BES-POU","Pabrik B",279
2025-10-01,"KK-ORI-KEC-SAC","Pabrik A",361
2025-10-01,"KK-ORI-KEC-SAC","Pabrik B",253
2025-10-01,"KK-ORI-SED-POU","Pabrik A",418
2025-10-01,"KK-ORI-SED-POU","Pabrik B",157
2025-10-01,"KK-ORI-SED-SAC","Pabrik A",368
2025-10-01,"KK-ORI-SED-SAC","Pabrik B",215
2025-10-01,"KK-PAP-BES-POU","Pabrik A",353
2025-10-01,"KK-PAP-BES-POU","Pabrik B",231
2025-10-01,"KK-PAP-KEC-SAC","Pabrik A",270
2025-10-01,"KK-PAP-KEC-SAC","Pabrik B",181
2025-10-01,"KK-PAP-SED-POU","Pabrik A",194
2025-10-01,"KK-PAP-SED-POU","Pabrik B",159
2025-10-01,"KK-PAP-SED-SAC","Pabrik A",290
2025-10-01,"KK-PAP-SED-SAC","Pabrik B",193
2025-10-01,"TB-JAS-BES-KAC","Pabrik A",938
2025-10-01,"TB-JAS-BES-KAC","Pabrik B",344
2025-10-01,"TB-JAS-KEC-PET","Pabrik A",533
2025-10-01,"TB-JAS-KEC-PET","Pabrik B",403
2025-10-01,"TB-JAS-SED-KAC","Pabrik A",656
2025-10-01,"TB-JAS-SED-KAC","Pabrik B",483
2025-10-01,"TB-JAS-SED-PET","Pabrik A",1126
2025-10-01,"TB-JAS-SED-PET","Pabrik B",714
2025-10-01,"TB-PCH-BES-KAC","Pabrik A",576
2025-10-01,"TB-PCH-BES-KAC","Pabrik B",476
2025-10-01,"TB-PCH-KEC-PET","Pabrik A",426
2025-10-01,"TB-PCH-KEC-PET","Pabrik B",260
2025-10-01,"TB-PCH-SED-KAC","Pabrik A",448
2025-10-01,"TB-PCH-SED-KAC","Pabrik B",302
2025-10-01,"TB-PCH-SED-PET","Pabrik A",719
2025-10-01,"TB-PCH-SED-PET","Pabrik B",463
2025-11-01,"KK-ORI-BES-POU","Pabrik A",661
2025-11-01,"KK-ORI-BES-POU","Pabrik B",316
2025-11-01,"KK-ORI-KEC-SAC","Pabrik A",374
2025-11-01,"KK-ORI-KEC-SAC","Pabrik B",268
2025-11-01,"KK-ORI-SED-POU","Pabrik A",282
2025-11-01,"KK-ORI-SED-POU","Pabrik B",175
2025-11-01,"KK-ORI-SED-SAC","Pabrik A",611
2025-11-01,"KK-ORI-SED-SAC","Pabrik B",353
2025-11-01,"KK-PAP-BES-POU","Pabrik A",429
2025-11-01,"KK-PAP-BES-POU","Pabrik B",261
2025-11-01,"KK-PAP-KEC-SAC","Pabrik A",317
2025-11-01,"KK-PAP-KEC-SAC","Pabrik B",185
2025-11-01,"KK-PAP-SED-POU","Pabrik A",246
2025-11-01,"KK-PAP-SED-POU","Pabrik B",144
2025-11-01,"KK-PAP-SED-SAC","Pabrik A",287
2025-11-01,"KK-PAP-SED-SAC","Pabrik B",191
2025-11-01,"TB-JAS-BES-KAC","Pabrik A",661
2025-11-01,"TB-JAS-BES-KAC","Pabrik B",891
2025-11-01,"TB-JAS-KEC-PET","Pabrik A",680
2025-11-01,"TB-JAS-KEC-PET","Pabrik B",482
2025-11-01,"TB-JAS-SED-KAC","Pabrik A",686
2025-11-01,"TB-JAS-SED-KAC","Pabrik B",508
2025-11-01,"TB-JAS-SED-PET","Pabrik A",1185
2025-11-01,"TB-JAS-SED-PET","Pabrik B",733
2025-11-01,"TB-PCH-BES-KAC","Pabrik A",793
2025-11-01,"TB-PCH-BES-KAC","Pabrik B",426
2025-11-01,"TB-PCH-KEC-PET","Pabrik A",472
2025-11-01,"TB-PCH-KEC-PET","Pabrik B",339
2025-11-01,"TB-PCH-SED-KAC","Pabrik A",598
2025-11-01,"TB-PCH-SED-KAC","Pabrik B",372
2025-11-01,"TB-PCH-SED-PET","Pabrik A",750
2025-11-01,"TB-PCH-SED-PET","Pabrik B",491
2025-12-01,"KK-ORI-BES-POU","Pabrik A",541
2025-12-01,"KK-ORI-BES-POU","Pabrik B",324
2025-12-01,"KK-ORI-KEC-SAC","Pabrik A",392
2025-12-01,"KK-ORI-KEC-SAC","Pabrik B",241
2025-12-01,"KK-ORI-SED-POU","Pabrik A",330
2025-12-01,"KK-ORI-SED-POU","Pabrik B",220
2025-12-01,"KK-ORI-SED-SAC","Pabrik A",490
2025-12-01,"KK-ORI-SED-SAC","Pabrik B",290
2025-12-01,"KK-PAP-BES-POU","Pabrik A",449
2025-12-01,"KK-PAP-BES-POU","Pabrik B",261
2025-12-01,"KK-PAP-KEC-SAC","Pabrik A",345
2025-12-01,"KK-PAP-KEC-SAC","Pabrik B",226
2025-12-01,"KK-PAP-SED-POU","Pabrik A",266
2025-12-01,"KK-PAP-SED-POU","Pabrik B",185
2025-12-01,"KK-PAP-SED-SAC","Pabrik A",364
2025-12-01,"KK-PAP-SED-SAC","Pabrik B",245
2025-12-01,"TB-JAS-BES-KAC","Pabrik A",1267
2025-12-01,"TB-JAS-BES-KAC","Pabrik B",784
2025-12-01,"TB-JAS-KEC-PET","Pabrik A",751
2025-12-01,"TB-JAS-KEC-PET","Pabrik B",441
2025-12-01,"TB-JAS-SED-KAC","Pabrik A",898
2025-12-01,"TB-JAS-SED-KAC","Pabrik B",593
2025-12-01,"TB-JAS-SED-PET","Pabrik A",1413
2025-12-01,"TB-JAS-SED-PET","Pabrik B",848
2025-12-01,"TB-PCH-BES-KAC","Pabrik A",820
2025-12-01,"TB-PCH-BES-KAC","Pabrik B",549
2025-12-01,"TB-PCH-KEC-PET","Pabrik A",504
2025-12-01,"TB-PCH-KEC-PET","Pabrik B",333
2025-12-01,"TB-PCH-SED-KAC","Pabrik A",550
2025-12-01,"TB-PCH-SED-KAC","Pabrik B",634
2025-12-01,"TB-PCH-SED-PET","Pabrik A",1029
2025-12-01,"TB-PCH-SED-PET","Pabrik B",1007
