"Tanggal","Produk","Permintaan","Aterpen","StokBegint","StokEnd","Stockout","Defisit"
2025-08-08,"P-01",12,42,126,114,0,0
2025-08-08,"P-02",6,0,51,45,0,0
2025-08-08,"P-03",26,0,298,272,0,0
2025-08-08,"P-04",41,280,699,658,0,0
2025-08-08,"P-05",55,0,1629,1574,0,0
2025-08-08,"P-06",60,0,1918,1858,0,0
2025-08-09,"P-01",17,0,114,97,0,0
2025-08-09,"P-02",9,0,45,36,0,0
2025-08-09,"P-03",42,0,272,230,0,0
2025-08-09,"P-04",46,0,658,612,0,0
2025-08-09,"P-05",50,0,1574,1524,0,0
2025-08-09,"P-06",64,0,1858,1794,0,0
2025-08-11,"P-01",2,0,97,95,0,0
2025-08-11,"P-02",11,63,99,88,0,0
2025-08-11,"P-03",19,0,230,211,0,0
2025-08-11,"P-04",36,0,612,576,0,0
2025-08-11,"P-05",46,0,1524,1478,0,0
2025-08-11,"P-06",86,0,1794,1708,0,0
2025-08-12,"P-01",2,0,95,93,0,0
2025-08-12,"P-02",7,0,88,81,0,0
2025-08-12,"P-03",35,0,211,176,0,0
2025-08-12,"P-04",37,0,576,539,0,0
2025-08-12,"P-05",55,0,1478,1423,0,0
2025-08-12,"P-06",76,455,2163,2087,0,0
2025-08-13,"P-01",5,0,93,88,0,0
2025-08-13,"P-02",10,0,81,71,0,0
2025-08-13,"P-03",32,210,386,354,0,0
2025-08-13,"P-04",30,0,539,509,0,0
2025-08-13,"P-05",50,0,1423,1373,0,0
2025-08-13,"P-06",61,0,2087,2026,0,0
2025-08-14,"P-01",5,0,88,83,0,0
2025-08-14,"P-02",2,0,71,69,0,0
2025-08-14,"P-03",37,0,354,317,0,0
2025-08-14,"P-04",35,0,509,474,0,0
2025-08-14,"P-05",61,385,1758,1697,0,0
2025-08-14,"P-06",71,0,2026,1955,0,0
2025-08-15,"P-01",6,0,83,77,0,0
2025-08-15,"P-02",11,0,69,58,0,0
2025-08-15,"P-03",31,0,317,286,0,0
2025-08-15,"P-04",31,0,474,443,0,0
2025-08-15,"P-05",55,0,1697,1642,0,0
2025-08-15,"P-06",65,0,1955,1890,0,0
2025-08-16,"P-01",7,0,77,70,0,0
2025-08-16,"P-02",13,0,58,45,0,0
2025-08-16,"P-03",26,0,286,260,0,0
2025-08-16,"P-04",42,0,443,401,0,0
2025-08-16,"P-05",60,0,1642,1582,0,0
2025-08-16,"P-06",62,0,1890,1828,0,0
2025-08-18,"P-01",12,0,70,58,0,0
2025-08-18,"P-02",5,0,45,40,0,0
2025-08-18,"P-03",31,210,470,439,0,0
2025-08-18,"P-04",39,0,401,362,0,0
2025-08-18,"P-05",57,0,1582,1525,0,0
2025-08-18,"P-06",69,0,1828,1759,0,0
2025-08-19,"P-01",3,0,58,55,0,0
2025-08-19,"P-02",8,0,40,32,0,0
2025-08-19,"P-03",31,0,439,408,0,0
2025-08-19,"P-04",42,0,362,320,0,0
2025-08-19,"P-05",63,0,1525,1462,0,0
2025-08-19,"P-06",43,0,1759,1716,0,0
2025-08-20,"P-01",4,42,97,93,0,0
2025-08-20,"P-02",29,63,95,66,0,0
2025-08-20,"P-03",32,0,408,376,0,0
2025-08-20,"P-04",44,0,320,276,0,0
2025-08-20,"P-05",63,0,1462,1399,0,0
2025-08-20,"P-06",63,0,1716,1653,0,0
2025-08-21,"P-01",12,0,93,81,0,0
2025-08-21,"P-02",12,0,66,54,0,0
2025-08-21,"P-03",41,0,376,335,0,0
2025-08-21,"P-04",35,0,276,241,0,0
2025-08-21,"P-05",58,385,1784,1726,0,0
2025-08-21,"P-06",66,455,2108,2042,0,0
2025-08-22,"P-01",15,0,81,66,0,0
2025-08-22,"P-02",18,0,54,36,0,0
2025-08-22,"P-03",35,0,335,300,0,0
2025-08-22,"P-04",39,0,241,202,0,0
2025-08-22,"P-05",58,0,1726,1668,0,0
2025-08-22,"P-06",74,0,2042,1968,0,0
2025-08-23,"P-01",6,0,66,60,0,0
2025-08-23,"P-02",10,0,36,26,0,0
2025-08-23,"P-03",27,210,510,483,0,0
2025-08-23,"P-04",35,280,482,447,0,0
2025-08-23,"P-05",57,0,1668,1611,0,0
2025-08-23,"P-06",77,0,1968,1891,0,0
2025-08-25,"P-01",2,0,60,58,0,0
2025-08-25,"P-02",7,0,26,19,0,0
2025-08-25,"P-03",24,0,483,459,0,0
2025-08-25,"P-04",50,0,447,397,0,0
2025-08-25,"P-05",63,0,1611,1548,0,0
2025-08-25,"P-06",71,0,1891,1820,0,0
2025-08-26,"P-01",17,0,58,41,0,0
2025-08-26,"P-02",23,0,19,0,1,4
2025-08-26,"P-03",37,0,459,422,0,0
2025-08-26,"P-04",35,0,397,362,0,0
2025-08-26,"P-05",50,0,1548,1498,0,0
2025-08-26,"P-06",50,0,1820,1770,0,0
2025-08-27,"P-01",5,0,41,36,0,0
2025-08-27,"P-02",3,63,63,60,0,0
2025-08-27,"P-03",37,0,422,385,0,0
2025-08-27,"P-04",35,0,362,327,0,0
2025-08-27,"P-05",54,0,1498,1444,0,0
2025-08-27,"P-06",67,0,1770,1703,0,0
2025-08-28,"P-01",2,0,36,34,0,0
2025-08-28,"P-02",3,0,60,57,0,0
2025-08-28,"P-03",17,0,385,368,0,0
2025-08-28,"P-04",37,0,327,290,0,0
2025-08-28,"P-05",61,0,1444,1383,0,0
2025-08-28,"P-06",61,455,2158,2097,0,0
2025-08-29,"P-01",6,0,34,28,0,0
2025-08-29,"P-02",1,0,57,56,0,0
2025-08-29,"P-03",38,0,368,330,0,0
2025-08-29,"P-04",38,0,290,252,0,0
2025-08-29,"P-05",46,385,1768,1722,0,0
2025-08-29,"P-06",66,0,2097,2031,0,0
2025-08-30,"P-01",5,0,28,23,0,0
2025-08-30,"P-02",7,0,56,49,0,0
2025-08-30,"P-03",27,0,330,303,0,0
2025-08-30,"P-04",40,0,252,212,0,0
2025-08-30,"P-05",69,0,1722,1653,0,0
2025-08-30,"P-06",69,0,2031,1962,0,0
2025-09-01,"P-01",7,0,23,16,0,0
2025-09-01,"P-02",3,0,49,46,0,0
2025-09-01,"P-03",55,0,303,248,0,0
2025-09-01,"P-04",79,0,212,133,0,0
2025-09-01,"P-05",57,0,1653,1596,0,0
2025-09-01,"P-06",75,0,1962,1887,0,0
2025-09-02,"P-01",0,0,16,16,0,0
2025-09-02,"P-02",13,0,46,33,0,0
2025-09-02,"P-03",61,0,248,187,0,0
2025-09-02,"P-04",86,280,413,327,0,0
2025-09-02,"P-05",60,0,1596,1536,0,0
2025-09-02,"P-06",70,455,2342,2272,0,0
2025-09-03,"P-01",1,0,16,15,0,0
2025-09-03,"P-02",5,0,33,28,0,0
2025-09-03,"P-03",61,0,187,126,0,0
2025-09-03,"P-04",77,0,327,250,0,0
2025-09-03,"P-05",52,0,1536,1484,0,0
2025-09-03,"P-06",69,0,2272,2203,0,0
2025-09-04,"P-01",1,0,15,14,0,0
2025-09-04,"P-02",15,63,91,76,0,0
2025-09-04,"P-03",70,0,126,56,0,0
2025-09-04,"P-04",84,0,250,166,0,0
2025-09-04,"P-05",67,385,1869,1802,0,0
2025-09-04,"P-06",76,0,2203,2127,0,0
2025-09-05,"P-01",4,0,14,10,0,0
2025-09-05,"P-02",11,0,76,65,0,0
2025-09-05,"P-03",56,0,56,0,0,0
2025-09-05,"P-04",82,0,166,84,0,0
2025-09-05,"P-05",57,0,1802,1745,0,0
2025-09-05,"P-06",68,0,2127,2059,0,0
2025-09-06,"P-01",5,42,52,47,0,0
2025-09-06,"P-02",1,0,65,64,0,0
2025-09-06,"P-03",49,210,210,161,0,0
2025-09-06,"P-04",65,0,84,19,0,0
2025-09-06,"P-05",58,0,1745,1687,0,0
2025-09-06,"P-06",64,0,2059,1995,0,0
2025-09-08,"P-01",3,0,47,44,0,0
2025-09-08,"P-02",17,0,64,47,0,0
2025-09-08,"P-03",55,0,161,106,0,0
2025-09-08,"P-04",80,0,19,0,1,61
2025-09-08,"P-05",56,0,1687,1631,0,0
2025-09-08,"P-06",65,0,1995,1930,0,0
2025-09-09,"P-01",4,0,44,40,0,0
2025-09-09,"P-02",9,0,47,38,0,0
2025-09-09,"P-03",52,0,106,54,0,0
2025-09-09,"P-04",87,0,0,0,1,87
2025-09-09,"P-05",52,0,1631,1579,0,0
2025-09-09,"P-06",63,0,1930,1867,0,0
2025-09-10,"P-01",13,42,82,69,0,0
2025-09-10,"P-02",16,0,38,22,0,0
2025-09-10,"P-03",63,0,54,0,1,9
2025-09-10,"P-04",89,560,560,471,0,0
2025-09-10,"P-05",52,0,1579,1527,0,0
2025-09-10,"P-06",69,455,2322,2253,0,0
2025-09-11,"P-01",8,0,69,61,0,0
2025-09-11,"P-02",2,0,22,20,0,0
2025-09-11,"P-03",50,210,210,160,0,0
2025-09-11,"P-04",81,0,471,390,0,0
2025-09-11,"P-05",59,385,1912,1853,0,0
2025-09-11,"P-06",62,0,2253,2191,0,0
2025-09-12,"P-01",5,0,61,56,0,0
2025-09-12,"P-02",4,0,20,16,0,0
2025-09-12,"P-03",67,0,160,93,0,0
2025-09-12,"P-04",72,0,390,318,0,0
2025-09-12,"P-05",60,0,1853,1793,0,0
2025-09-12,"P-06",78,0,2191,2113,0,0
2025-09-13,"P-01",9,0,56,47,0,0
2025-09-13,"P-02",5,0,16,11,0,0
2025-09-13,"P-03",48,0,93,45,0,0
2025-09-13,"P-04",83,0,318,235,0,0
2025-09-13,"P-05",62,0,1793,1731,0,0
2025-09-13,"P-06",69,0,2113,2044,0,0
2025-09-15,"P-01",9,0,47,38,0,0
2025-09-15,"P-02",3,0,11,8,0,0
2025-09-15,"P-03",69,0,45,0,1,24
2025-09-15,"P-04",68,0,235,167,0,0
2025-09-15,"P-05",60,0,1731,1671,0,0
2025-09-15,"P-06",67,0,2044,1977,0,0
2025-09-16,"P-01",10,0,38,28,0,0
2025-09-16,"P-02",3,0,8,5,0,0
2025-09-16,"P-03",75,0,0,0,1,75
2025-09-16,"P-04",76,0,167,91,0,0
2025-09-16,"P-05",63,0,1671,1608,0,0
2025-09-16,"P-06",58,0,1977,1919,0,0
2025-09-17,"P-01",2,0,28,26,0,0
2025-09-17,"P-02",5,63,68,63,0,0
2025-09-17,"P-03",61,0,0,0,1,61
2025-09-17,"P-04",99,0,91,0,1,8
2025-09-17,"P-05",41,0,1608,1567,0,0
2025-09-17,"P-06",53,455,2374,2321,0,0
2025-09-18,"P-01",2,42,68,66,0,0
2025-09-18,"P-02",3,0,63,60,0,0
2025-09-18,"P-03",65,0,0,0,1,65
2025-09-18,"P-04",97,0,0,0,1,97
2025-09-18,"P-05",57,385,1952,1895,0,0
2025-09-18,"P-06",63,0,2321,2258,0,0
2025-09-19,"P-01",11,0,66,55,0,0
2025-09-19,"P-02",6,0,60,54,0,0
2025-09-19,"P-03",47,0,0,0,1,47
2025-09-19,"P-04",53,280,280,227,0,0
2025-09-19,"P-05",57,0,1895,1838,0,0
2025-09-19,"P-06",81,0,2258,2177,0,0
2025-09-20,"P-01",4,0,55,51,0,0
2025-09-20,"P-02",4,63,117,113,0,0
2025-09-20,"P-03",56,0,0,0,1,56
2025-09-20,"P-04",68,0,227,159,0,0
2025-09-20,"P-05",58,0,1838,1780,0,0
2025-09-20,"P-06",76,0,2177,2101,0,0
2025-09-22,"P-01",5,0,51,46,0,0
2025-09-22,"P-02",3,0,113,110,0,0
2025-09-22,"P-03",52,0,0,0,1,52
2025-09-22,"P-04",78,0,159,81,0,0
2025-09-22,"P-05",49,0,1780,1731,0,0
2025-09-22,"P-06",77,0,2101,2024,0,0
2025-09-23,"P-01",3,0,46,43,0,0
2025-09-23,"P-02",9,0,110,101,0,0
2025-09-23,"P-03",52,0,0,0,1,52
2025-09-23,"P-04",71,0,81,10,0,0
2025-09-23,"P-05",47,0,1731,1684,0,0
2025-09-23,"P-06",80,0,2024,1944,0,0
2025-09-24,"P-01",16,0,43,27,0,0
2025-09-24,"P-02",21,63,164,143,0,0
2025-09-24,"P-03",60,0,0,0,1,60
2025-09-24,"P-04",83,0,10,0,1,73
2025-09-24,"P-05",63,0,1684,1621,0,0
2025-09-24,"P-06",81,0,1944,1863,0,0
2025-09-25,"P-01",4,42,69,65,0,0
2025-09-25,"P-02",37,0,143,106,0,0
2025-09-25,"P-03",64,210,210,146,0,0
2025-09-25,"P-04",92,0,0,0,1,92
2025-09-25,"P-05",51,0,1621,1570,0,0
2025-09-25,"P-06",64,455,2318,2254,0,0
2025-09-26,"P-01",3,0,65,62,0,0
2025-09-26,"P-02",13,0,106,93,0,0
2025-09-26,"P-03",66,0,146,80,0,0
2025-09-26,"P-04",74,0,0,0,1,74
2025-09-26,"P-05",43,385,1955,1912,0,0
2025-09-26,"P-06",49,0,2254,2205,0,0
2025-09-27,"P-01",5,0,62,57,0,0
2025-09-27,"P-02",8,0,93,85,0,0
2025-09-27,"P-03",61,0,80,19,0,0
2025-09-27,"P-04",72,280,280,208,0,0
2025-09-27,"P-05",57,0,1912,1855,0,0
2025-09-27,"P-06",68,0,2205,2137,0,0
2025-09-29,"P-01",6,0,57,51,0,0
2025-09-29,"P-02",2,0,85,83,0,0
2025-09-29,"P-03",55,0,19,0,1,36
2025-09-29,"P-04",72,0,208,136,0,0
2025-09-29,"P-05",59,0,1855,1796,0,0
2025-09-29,"P-06",70,0,2137,2067,0,0
2025-09-30,"P-01",11,0,51,40,0,0
2025-09-30,"P-02",6,0,83,77,0,0
2025-09-30,"P-03",72,210,210,138,0,0
2025-09-30,"P-04",66,0,136,70,0,0
2025-09-30,"P-05",56,0,1796,1740,0,0
2025-09-30,"P-06",70,455,2522,2452,0,0
2025-10-01,"P-01",4,0,40,36,0,0
2025-10-01,"P-02",11,0,77,66,0,0
2025-10-01,"P-03",26,210,348,322,0,0
2025-10-01,"P-04",45,0,70,25,0,0
2025-10-01,"P-05",49,385,2125,2076,0,0
2025-10-01,"P-06",70,0,2452,2382,0,0
2025-10-02,"P-01",13,0,36,23,0,0
2025-10-02,"P-02",5,0,66,61,0,0
2025-10-02,"P-03",36,0,322,286,0,0
2025-10-02,"P-04",41,0,25,0,1,16
2025-10-02,"P-05",51,0,2076,2025,0,0
2025-10-02,"P-06",73,0,2382,2309,0,0
2025-10-03,"P-01",7,0,23,16,0,0
2025-10-03,"P-02",9,63,124,115,0,0
2025-10-03,"P-03",24,0,286,262,0,0
2025-10-03,"P-04",35,280,280,245,0,0
2025-10-03,"P-05",57,0,2025,1968,0,0
2025-10-03,"P-06",69,0,2309,2240,0,0
2025-10-04,"P-01",14,42,58,44,0,0
2025-10-04,"P-02",6,0,115,109,0,0
2025-10-04,"P-03",21,0,262,241,0,0
2025-10-04,"P-04",38,0,245,207,0,0
2025-10-04,"P-05",58,0,1968,1910,0,0
2025-10-04,"P-06",58,0,2240,2182,0,0
2025-10-06,"P-01",4,0,44,40,0,0
2025-10-06,"P-02",4,0,109,105,0,0
2025-10-06,"P-03",36,0,241,205,0,0
2025-10-06,"P-04",42,0,207,165,0,0
2025-10-06,"P-05",53,0,1910,1857,0,0
2025-10-06,"P-06",63,0,2182,2119,0,0
2025-10-07,"P-01",4,0,40,36,0,0
2025-10-07,"P-02",9,0,105,96,0,0
2025-10-07,"P-03",35,0,205,170,0,0
2025-10-07,"P-04",31,0,165,134,0,0
2025-10-07,"P-05",56,0,1857,1801,0,0
2025-10-07,"P-06",50,0,2119,2069,0,0
2025-10-08,"P-01",18,0,36,18,0,0
2025-10-08,"P-02",9,63,159,150,0,0
2025-10-08,"P-03",29,0,170,141,0,0
2025-10-08,"P-04",31,0,134,103,0,0
2025-10-08,"P-05",44,0,1801,1757,0,0
2025-10-08,"P-06",61,0,2069,2008,0,0
2025-10-09,"P-01",3,0,18,15,0,0
2025-10-09,"P-02",7,0,150,143,0,0
2025-10-09,"P-03",27,0,141,114,0,0
2025-10-09,"P-04",45,0,103,58,0,0
2025-10-09,"P-05",52,0,1757,1705,0,0
2025-10-09,"P-06",72,0,2008,1936,0,0
2025-10-10,"P-01",3,0,15,12,0,0
2025-10-10,"P-02",4,0,143,139,0,0
2025-10-10,"P-03",33,210,324,291,0,0
2025-10-10,"P-04",50,0,58,8,0,0
2025-10-10,"P-05",62,0,1705,1643,0,0
2025-10-10,"P-06",71,0,1936,1865,0,0
2025-10-11,"P-01",15,42,54,39,0,0
2025-10-11,"P-02",12,0,139,127,0,0
2025-10-11,"P-03",35,0,291,256,0,0
2025-10-11,"P-04",41,0,8,0,1,33
2025-10-11,"P-05",52,0,1643,1591,0,0
2025-10-11,"P-06",56,0,1865,1809,0,0
2025-10-13,"P-01",4,0,39,35,0,0
2025-10-13,"P-02",13,0,127,114,0,0
2025-10-13,"P-03",28,0,256,228,0,0
2025-10-13,"P-04",31,0,0,0,1,31
2025-10-13,"P-05",64,0,1591,1527,0,0
2025-10-13,"P-06",72,0,1809,1737,0,0
2025-10-14,"P-01",6,84,119,113,0,0
2025-10-14,"P-02",7,0,114,107,0,0
2025-10-14,"P-03",29,0,228,199,0,0
2025-10-14,"P-04",43,280,280,237,0,0
2025-10-14,"P-05",46,0,1527,1481,0,0
2025-10-14,"P-06",50,0,1737,1687,0,0
2025-10-15,"P-01",2,0,113,111,0,0
2025-10-15,"P-02",4,0,107,103,0,0
2025-10-15,"P-03",26,0,199,173,0,0
2025-10-15,"P-04",44,0,237,193,0,0
2025-10-15,"P-05",46,0,1481,1435,0,0
2025-10-15,"P-06",75,455,2142,2067,0,0
2025-10-16,"P-01",8,0,111,103,0,0
2025-10-16,"P-02",6,0,103,97,0,0
2025-10-16,"P-03",26,0,173,147,0,0
2025-10-16,"P-04",32,0,193,161,0,0
2025-10-16,"P-05",64,0,1435,1371,0,0
2025-10-16,"P-06",66,0,2067,2001,0,0
2025-10-17,"P-01",5,0,103,98,0,0
2025-10-17,"P-02",3,0,97,94,0,0
2025-10-17,"P-03",40,0,147,107,0,0
2025-10-17,"P-04",36,280,441,405,0,0
2025-10-17,"P-05",54,385,1756,1702,0,0
2025-10-17,"P-06",66,0,2001,1935,0,0
2025-10-18,"P-01",8,42,140,132,0,0
2025-10-18,"P-02",10,0,94,84,0,0
2025-10-18,"P-03",27,0,107,80,0,0
2025-10-18,"P-04",32,0,405,373,0,0
2025-10-18,"P-05",45,0,1702,1657,0,0
2025-10-18,"P-06",76,0,1935,1859,0,0
2025-10-20,"P-01",9,0,132,123,0,0
2025-10-20,"P-02",18,0,84,66,0,0
2025-10-20,"P-03",26,0,80,54,0,0
2025-10-20,"P-04",39,0,373,334,0,0
2025-10-20,"P-05",45,0,1657,1612,0,0
2025-10-20,"P-06",63,0,1859,1796,0,0
2025-10-21,"P-01",2,0,123,121,0,0
2025-10-21,"P-02",7,0,66,59,0,0
2025-10-21,"P-03",32,0,54,22,0,0
2025-10-21,"P-04",36,0,334,298,0,0
2025-10-21,"P-05",46,0,1612,1566,0,0
2025-10-21,"P-06",64,0,1796,1732,0,0
2025-10-22,"P-01",4,0,121,117,0,0
2025-10-22,"P-02",2,126,185,183,0,0
2025-10-22,"P-03",36,0,22,0,1,14
2025-10-22,"P-04",38,0,298,260,0,0
2025-10-22,"P-05",63,385,1951,1888,0,0
2025-10-22,"P-06",72,455,2187,2115,0,0
2025-10-23,"P-01",6,0,117,111,0,0
2025-10-23,"P-02",3,0,183,180,0,0
2025-10-23,"P-03",25,210,210,185,0,0
2025-10-23,"P-04",44,0,260,216,0,0
2025-10-23,"P-05",62,0,1888,1826,0,0
2025-10-23,"P-06",60,0,2115,2055,0,0
2025-10-24,"P-01",7,0,111,104,0,0
2025-10-24,"P-02",2,0,180,178,0,0
2025-10-24,"P-03",29,0,185,156,0,0
2025-10-24,"P-04",37,0,216,179,0,0
2025-10-24,"P-05",54,0,1826,1772,0,0
2025-10-24,"P-06",79,0,2055,1976,0,0
2025-10-25,"P-01",1,0,104,103,0,0
2025-10-25,"P-02",5,0,178,173,0,0
2025-10-25,"P-03",21,0,156,135,0,0
2025-10-25,"P-04",33,280,459,426,0,0
2025-10-25,"P-05",66,0,1772,1706,0,0
2025-10-25,"P-06",72,0,1976,1904,0,0
2025-10-27,"P-01",2,0,103,101,0,0
2025-10-27,"P-02",9,0,173,164,0,0
2025-10-27,"P-03",31,210,345,314,0,0
2025-10-27,"P-04",40,0,426,386,0,0
2025-10-27,"P-05",54,0,1706,1652,0,0
2025-10-27,"P-06",66,0,1904,1838,0,0
2025-10-28,"P-01",4,0,101,97,0,0
2025-10-28,"P-02",4,63,227,223,0,0
2025-10-28,"P-03",21,0,314,293,0,0
2025-10-28,"P-04",25,0,386,361,0,0
2025-10-28,"P-05",56,0,1652,1596,0,0
2025-10-28,"P-06",66,0,1838,1772,0,0
2025-10-29,"P-01",1,0,97,96,0,0
2025-10-29,"P-02",6,0,223,217,0,0
2025-10-29,"P-03",34,0,293,259,0,0
2025-10-29,"P-04",50,0,361,311,0,0
2025-10-29,"P-05",51,385,1981,1930,0,0
2025-10-29,"P-06",66,455,2227,2161,0,0
2025-10-30,"P-01",1,0,96,95,0,0
2025-10-30,"P-02",20,0,217,197,0,0
2025-10-30,"P-03",31,210,469,438,0,0
2025-10-30,"P-04",38,0,311,273,0,0
2025-10-30,"P-05",54,0,1930,1876,0,0
2025-10-30,"P-06",71,0,2161,2090,0,0
2025-10-31,"P-01",7,0,95,88,0,0
2025-10-31,"P-02",1,0,197,196,0,0
2025-10-31,"P-03",18,0,438,420,0,0
2025-10-31,"P-04",42,0,273,231,0,0
2025-10-31,"P-05",51,0,1876,1825,0,0
2025-10-31,"P-06",60,0,2090,2030,0,0
2025-11-01,"P-01",2,0,88,86,0,0
2025-11-01,"P-02",12,0,196,184,0,0
2025-11-01,"P-03",25,0,420,395,0,0
2025-11-01,"P-04",32,0,231,199,0,0
2025-11-01,"P-05",60,0,1825,1765,0,0
2025-11-01,"P-06",61,0,2030,1969,0,0
2025-11-03,"P-01",4,0,86,82,0,0
2025-11-03,"P-02",9,0,184,175,0,0
2025-11-03,"P-03",33,0,395,362,0,0
2025-11-03,"P-04",46,280,479,433,0,0
2025-11-03,"P-05",54,0,1765,1711,0,0
2025-11-03,"P-06",69,0,1969,1900,0,0
2025-11-04,"P-01",4,0,82,78,0,0
2025-11-04,"P-02",9,0,175,166,0,0
2025-11-04,"P-03",27,0,362,335,0,0
2025-11-04,"P-04",49,0,433,384,0,0
2025-11-04,"P-05",60,0,1711,1651,0,0
2025-11-04,"P-06",65,0,1900,1835,0,0
2025-11-05,"P-01",4,0,78,74,0,0
2025-11-05,"P-02",8,0,166,158,0,0
2025-11-05,"P-03",25,0,335,310,0,0
2025-11-05,"P-04",42,0,384,342,0,0
2025-11-05,"P-05",38,385,2036,1998,0,0
2025-11-05,"P-06",69,0,1835,1766,0,0
2025-11-06,"P-01",4,0,74,70,0,0
2025-11-06,"P-02",7,0,158,151,0,0
2025-11-06,"P-03",30,0,310,280,0,0
2025-11-06,"P-04",36,0,342,306,0,0
2025-11-06,"P-05",56,0,1998,1942,0,0
2025-11-06,"P-06",64,455,2221,2157,0,0
2025-11-07,"P-01",6,0,70,64,0,0
2025-11-07,"P-02",3,0,151,148,0,0
2025-11-07,"P-03",44,0,280,236,0,0
2025-11-07,"P-04",49,0,306,257,0,0
2025-11-07,"P-05",49,0,1942,1893,0,0
2025-11-07,"P-06",66,0,2157,2091,0,0
2025-11-08,"P-01",3,0,64,61,0,0
2025-11-08,"P-02",5,0,148,143,0,0
2025-11-08,"P-03",33,0,236,203,0,0
2025-11-08,"P-04",46,0,257,211,0,0
2025-11-08,"P-05",58,0,1893,1835,0,0
2025-11-08,"P-06",74,0,2091,2017,0,0
2025-11-10,"P-01",0,0,61,61,0,0
2025-11-10,"P-02",14,0,143,129,0,0
2025-11-10,"P-03",34,0,203,169,0,0
2025-11-10,"P-04",46,0,211,165,0,0
2025-11-10,"P-05",59,0,1835,1776,0,0
2025-11-10,"P-06",60,0,2017,1957,0,0
2025-11-11,"P-01",2,0,61,59,0,0
2025-11-11,"P-02",23,0,129,106,0,0
2025-11-11,"P-03",32,0,169,137,0,0
2025-11-11,"P-04",45,280,445,400,0,0
2025-11-11,"P-05",48,0,1776,1728,0,0
2025-11-11,"P-06",52,455,2412,2360,0,0
2025-11-12,"P-01",19,0,59,40,0,0
2025-11-12,"P-02",14,0,106,92,0,0
2025-11-12,"P-03",34,210,347,313,0,0
2025-11-12,"P-04",45,0,400,355,0,0
2025-11-12,"P-05",64,385,2113,2049,0,0
2025-11-12,"P-06",63,0,2360,2297,0,0
2025-11-13,"P-01",11,0,40,29,0,0
2025-11-13,"P-02",3,0,92,89,0,0
2025-11-13,"P-03",31,0,313,282,0,0
2025-11-13,"P-04",41,0,355,314,0,0
2025-11-13,"P-05",53,0,2049,1996,0,0
2025-11-13,"P-06",69,0,2297,2228,0,0
2025-11-14,"P-01",5,0,29,24,0,0
2025-11-14,"P-02",17,0,89,72,0,0
2025-11-14,"P-03",29,0,282,253,0,0
2025-11-14,"P-04",44,0,314,270,0,0
2025-11-14,"P-05",59,0,1996,1937,0,0
2025-11-14,"P-06",56,0,2228,2172,0,0
2025-11-15,"P-01",6,0,24,18,0,0
2025-11-15,"P-02",7,0,72,65,0,0
2025-11-15,"P-03",24,210,463,439,0,0
2025-11-15,"P-04",44,280,550,506,0,0
2025-11-15,"P-05",56,0,1937,1881,0,0
2025-11-15,"P-06",76,0,2172,2096,0,0
2025-11-17,"P-01",14,0,18,4,0,0
2025-11-17,"P-02",12,0,65,53,0,0
2025-11-17,"P-03",28,0,439,411,0,0
2025-11-17,"P-04",35,0,506,471,0,0
2025-11-17,"P-05",71,0,1881,1810,0,0
2025-11-17,"P-06",65,0,2096,2031,0,0
2025-11-18,"P-01",8,0,4,0,1,4
2025-11-18,"P-02",0,0,53,53,0,0
2025-11-18,"P-03",36,0,411,375,0,0
2025-11-18,"P-04",35,0,471,436,0,0
2025-11-18,"P-05",61,0,1810,1749,0,0
2025-11-18,"P-06",58,0,2031,1973,0,0
2025-11-19,"P-01",3,42,42,39,0,0
2025-11-19,"P-02",1,0,53,52,0,0
2025-11-19,"P-03",26,0,375,349,0,0
2025-11-19,"P-04",28,0,436,408,0,0
2025-11-19,"P-05",63,0,1749,1686,0,0
2025-11-19,"P-06",62,0,1973,1911,0,0
2025-11-20,"P-01",11,0,39,28,0,0
2025-11-20,"P-02",4,0,52,48,0,0
2025-11-20,"P-03",23,0,349,326,0,0
2025-11-20,"P-04",41,0,408,367,0,0
2025-11-20,"P-05",58,0,1686,1628,0,0
2025-11-20,"P-06",61,0,1911,1850,0,0
2025-11-21,"P-01",4,42,70,66,0,0
2025-11-21,"P-02",2,0,48,46,0,0
2025-11-21,"P-03",33,0,326,293,0,0
2025-11-21,"P-04",42,280,647,605,0,0
2025-11-21,"P-05",44,0,1628,1584,0,0
2025-11-21,"P-06",80,0,1850,1770,0,0
2025-11-22,"P-01",9,0,66,57,0,0
2025-11-22,"P-02",20,0,46,26,0,0
2025-11-22,"P-03",25,210,503,478,0,0
2025-11-22,"P-04",50,0,605,555,0,0
2025-11-22,"P-05",53,0,1584,1531,0,0
2025-11-22,"P-06",56,455,2225,2169,0,0
2025-11-24,"P-01",15,0,57,42,0,0
2025-11-24,"P-02",4,0,26,22,0,0
2025-11-24,"P-03",45,0,478,433,0,0
2025-11-24,"P-04",40,0,555,515,0,0
2025-11-24,"P-05",58,0,1531,1473,0,0
2025-11-24,"P-06",70,0,2169,2099,0,0
2025-11-25,"P-01",1,0,42,41,0,0
2025-11-25,"P-02",27,0,22,0,1,5
2025-11-25,"P-03",30,0,433,403,0,0
2025-11-25,"P-04",32,0,515,483,0,0
2025-11-25,"P-05",42,0,1473,1431,0,0
2025-11-25,"P-06",74,0,2099,2025,0,0
2025-11-26,"P-01",5,0,41,36,0,0
