"ProductionID","Tanggal","Shift","Line","Operator","Mesin","Produk","TargetProduksi","AktualProduksi","JumlahCacat","DowntimeMenit","CycleTimeDetik"
"PRD-00557",2026-04-22,"Pagi","Line-B","OP01","M-04","Bracket",469,406,9,9,45.6
"PRD-00558",2026-04-23,"Pagi","Line-B","OP01","M-04","Shaft",308,303,5,24,45.7
"PRD-00559",2026-04-24,"Pagi","Line-B","OP04","M-03","Housing",368,329,5,11,48.8
"PRD-00560",2026-04-25,"Pagi","Line-B","OP06","M-04","Housing",305,264,13,9,48.9
"PRD-00561",2026-04-27,"Pagi","Line-B","OP07","M-04","Housing",370,367,11,59,32.7
"PRD-00562",2026-04-28,"Pagi","Line-B","OP05","M-04","Bracket",464,450,7,96,41.5
"PRD-00563",2026-04-29,"Pagi","Line-B","OP02","M-04","Shaft",340,312,9,9,48.5
"PRD-00564",2026-04-30,"Pagi","Line-B","OP02","M-03","Housing",353,303,6,16,33.8
"PRD-00565",2026-05-01,"Pagi","Line-B","OP06","M-04","Shaft",320,299,9,21,54.8
"PRD-00566",2026-05-02,"Pagi","Line-B","OP04","M-04","Bracket",444,428,10,23,50.1
"PRD-00567",2026-05-04,"Pagi","Line-B","OP06","M-03","Bracket",412,423,6,13,49.2
"PRD-00568",2026-05-05,"Pagi","Line-B","OP06","M-03","Bracket",414,388,8,18,42.9
"PRD-00569",2026-05-06,"Pagi","Line-B","OP07","M-03","Shaft",316,298,5,5,55.2
"PRD-00570",2026-05-07,"Pagi","Line-B","OP01","M-04","Housing",336,340,9,16,37.9
"PRD-00571",2026-05-08,"Pagi","Line-B","OP04","M-04","Housing",361,348,10,10,43.8
"PRD-00572",2026-05-09,"Pagi","Line-B","OP01","M-04","Housing",332,313,2,37,47.3
"PRD-00573",2026-05-11,"Pagi","Line-B","OP01","M-04","Shaft",279,253,3,20,49.5
"PRD-00574",2026-05-12,"Pagi","Line-B","OP02","M-04","Housing",352,349,5,32,42.1
"PRD-00575",2026-05-13,"Pagi","Line-B","OP08","M-04","Bracket",428,421,7,14,39
"PRD-00576",2026-05-14,"Pagi","Line-B","OP05","M-03","Housing",370,331,6,23,39.7
"PRD-00577",2026-05-15,"Pagi","Line-B","OP01","M-04","Shaft",284,283,2,16,49.9
"PRD-00578",2026-05-16,"Pagi","Line-B","OP01","M-03","Shaft",281,294,4,45,41
"PRD-00579",2026-05-18,"Pagi","Line-B","OP06","M-04","Shaft",298,276,8,46,50.1
"PRD-00580",2026-05-19,"Pagi","Line-B","OP03","M-03","Housing",333,309,5,97,39.8
"PRD-00581",2026-05-20,"Pagi","Line-B","OP06","M-03","Housing",340,306,9,27,43
"PRD-00582",2026-05-21,"Pagi","Line-B","OP02","M-04","Bracket",424,394,13,24,47
"PRD-00583",2026-05-22,"Pagi","Line-B","OP03","M-04","Housing",354,354,8,17,37.2
"PRD-00584",2026-05-23,"Pagi","Line-B","OP01","M-03","Shaft",296,307,5,77,50.9
"PRD-00585",2026-05-25,"Pagi","Line-B","OP03","M-03","Housing",385,389,8,27,38.3
"PRD-00586",2026-05-26,"Pagi","Line-B","OP08","M-03","Bracket",411,350,4,15,41.6
"PRD-00587",2026-05-27,"Pagi","Line-B","OP07","M-04","Bracket",431,436,8,22,47
"PRD-00588",2026-05-28,"Pagi","Line-B","OP02","M-03","Shaft",301,289,8,42,54.6
"PRD-00589",2026-05-29,"Pagi","Line-B","OP05","M-04","Bracket",454,448,11,16,41.4
"PRD-00590",2026-05-30,"Pagi","Line-B","OP04","M-04","Bracket",419,400,9,29,51.1
"PRD-00591",2026-06-01,"Pagi","Line-B","OP06","M-03","Bracket",374,324,12,9,57.2
"PRD-00592",2026-06-02,"Pagi","Line-B","OP05","M-04","Bracket",463,449,8,14,50.3
"PRD-00593",2026-06-03,"Pagi","Line-B","OP04","M-04","Housing",360,332,8,9,37.4
"PRD-00594",2026-06-04,"Pagi","Line-B","OP01","M-03","Housing",341,321,0,4,41.2
"PRD-00595",2026-06-05,"Pagi","Line-B","OP01","M-04","Shaft",298,302,2,11,52.7
"PRD-00596",2026-06-06,"Pagi","Line-B","OP06","M-03","Housing",362,356,12,61,48.7
"PRD-00597",2026-06-08,"Pagi","Line-B","OP05","M-04","Housing",348,352,11,43,35.9
"PRD-00598",2026-06-09,"Pagi","Line-B","OP08","M-03","Bracket",470,467,4,3,41.3
"PRD-00599",2026-06-10,"Pagi","Line-B","OP01","M-03","Shaft",313,286,3,20,58.2
"PRD-00600",2026-06-11,"Pagi","Line-B","OP02","M-04","Housing",344,342,4,38,46.7
"PRD-00601",2026-06-12,"Pagi","Line-B","OP06","M-03","Bracket",414,401,7,17,46.1
"PRD-00602",2026-06-13,"Pagi","Line-B","OP06","M-04","Housing",381,362,14,26,39
"PRD-00603",2026-06-15,"Pagi","Line-B","OP01","M-03","Housing",357,329,1,20,37.4
"PRD-00604",2026-06-16,"Pagi","Line-B","OP06","M-03","Shaft",291,254,8,11,56.2
"PRD-00605",2026-06-17,"Pagi","Line-B","OP06","M-04","Bracket",379,379,19,23,44.4
"PRD-00606",2026-06-18,"Pagi","Line-B","OP04","M-03","Housing",358,334,2,3,41.5
"PRD-00607",2026-06-19,"Pagi","Line-B","OP05","M-04","Shaft",321,303,5,10,50.6
"PRD-00608",2026-06-20,"Pagi","Line-B","OP08","M-04","Housing",329,329,9,70,37.8
"PRD-00609",2026-06-22,"Pagi","Line-B","OP06","M-04","Bracket",477,474,32,47,52.7
"PRD-00610",2026-06-23,"Pagi","Line-B","OP02","M-04","Shaft",335,325,8,15,46.2
"PRD-00611",2026-06-24,"Pagi","Line-B","OP04","M-04","Bracket",410,380,15,9,48.6
"PRD-00612",2026-06-25,"Pagi","Line-B","OP08","M-04","Bracket",404,340,6,45,44.2
"PRD-00613",2026-06-26,"Pagi","Line-B","OP07","M-03","Bracket",468,449,3,16,38.2
"PRD-00614",2026-06-27,"Pagi","Line-B","OP02","M-04","Shaft",286,300,4,21,59.9
"PRD-00615",2026-06-29,"Pagi","Line-B","OP04","M-03","Shaft",355,315,6,20,51.7
"PRD-00616",2026-06-30,"Pagi","Line-B","OP03","M-03","Housing",314,297,2,8,41.2
"PRD-00617",2026-01-02,"Siang","Line-B","OP08","M-04","Bracket",402,399,6,11,50.4
"PRD-00618",2026-01-03,"Siang","Line-B","OP03","M-04","Shaft",309,287,7,36,52.9
"PRD-00619",2026-01-05,"Siang","Line-B","OP07","M-03","Bracket",444,464,8,43,49.3
"PRD-00620",2026-01-06,"Siang","Line-B","OP06","M-04","Shaft",264,239,18,44,40.5
"PRD-00621",2026-01-07,"Siang","Line-B","OP03","M-04","Housing",292,279,4,64,47.1
"PRD-00622",2026-01-08,"Siang","Line-B","OP04","M-03","Housing",323,307,9,9,40.2
"PRD-00623",2026-01-09,"Siang","Line-B","OP06","M-03","Bracket",465,446,8,0,48.4
"PRD-00624",2026-01-10,"Siang","Line-B","OP03","M-03","Housing",351,309,3,13,46.3
"PRD-00625",2026-01-12,"Siang","Line-B","OP03","M-03","Housing",363,343,6,15,44.9
"PRD-00626",2026-01-13,"Siang","Line-B","OP03","M-04","Housing",364,399,7,10,45
"PRD-00627",2026-01-14,"Siang","Line-B","OP06","M-04","Bracket",418,390,8,34,39.3
"PRD-00628",2026-01-15,"Siang","Line-B","OP01","M-03","Housing",365,381,3,7,51.1
"PRD-00629",2026-01-16,"Siang","Line-B","OP06","M-03","Housing",317,308,3,5,46.4
"PRD-00630",2026-01-17,"Siang","Line-B","OP06","M-03","Shaft",312,292,9,60,57.8
"PRD-00631",2026-01-19,"Siang","Line-B","OP07","M-04","Housing",393,387,10,18,41.2
"PRD-00632",2026-01-20,"Siang","Line-B","OP06","M-03","Bracket",491,478,11,7,46.4
"PRD-00633",2026-01-21,"Siang","Line-B","OP06","M-04","Shaft",307,303,20,43,50.8
"PRD-00634",2026-01-22,"Siang","Line-B","OP04","M-03","Housing",391,347,5,43,43.1
"PRD-00635",2026-01-23,"Siang","Line-B","OP06","M-03","Shaft",330,351,17,29,51.2
"PRD-00636",2026-01-24,"Siang","Line-B","OP04","M-03","Housing",287,277,7,98,49.1
"PRD-00637",2026-01-26,"Siang","Line-B","OP06","M-04","Bracket",428,427,17,10,39.3
"PRD-00638",2026-01-27,"Siang","Line-B","OP06","M-04","Shaft",334,317,11,12,50.8
"PRD-00639",2026-01-28,"Siang","Line-B","OP08","M-04","Bracket",421,387,3,15,48.4
"PRD-00640",2026-01-29,"Siang","Line-B","OP04","M-03","Bracket",392,351,11,10,49.9
"PRD-00641",2026-01-30,"Siang","Line-B","OP06","M-04","Housing",336,321,17,69,41.1
"PRD-00642",2026-01-31,"Siang","Line-B","OP05","M-03","Shaft",301,288,5,8,56.9
"PRD-00643",2026-02-02,"Siang","Line-B","OP07","M-04","Bracket",451,487,13,13,40
"PRD-00644",2026-02-03,"Siang","Line-B","OP03","M-04","Bracket",437,395,9,49,58.7
"PRD-00645",2026-02-04,"Siang","Line-B","OP04","M-03","Bracket",438,425,7,6,42.6
"PRD-00646",2026-02-05,"Siang","Line-B","OP03","M-03","Bracket",404,420,10,59,35.4
"PRD-00647",2026-02-06,"Siang","Line-B","OP05","M-03","Housing",378,320,6,9,42.7
"PRD-00648",2026-02-07,"Siang","Line-B","OP08","M-03","Bracket",429,404,4,9,53.7
"PRD-00649",2026-02-09,"Siang","Line-B","OP05","M-03","Bracket",475,522,9,9,54.2
"PRD-00650",2026-02-10,"Siang","Line-B","OP08","M-03","Bracket",395,367,4,13,47
"PRD-00651",2026-02-11,"Siang","Line-B","OP06","M-03","Shaft",307,317,3,7,50.1
"PRD-00652",2026-02-12,"Siang","Line-B","OP05","M-03","Bracket",420,461,7,42,42.9
"PRD-00653",2026-02-13,"Siang","Line-B","OP05","M-03","Bracket",410,424,3,23,36.6
"PRD-00654",2026-02-14,"Siang","Line-B","OP07","M-04","Housing",290,260,8,44,38.9
"PRD-00655",2026-02-16,"Siang","Line-B","OP07","M-04","Shaft",261,241,6,41,50.6
"PRD-00656",2026-02-17,"Siang","Line-B","OP02","M-04","Bracket",483,501,14,24,52
"PRD-00657",2026-02-18,"Siang","Line-B","OP01","M-03","Housing",349,311,3,19,47.5
"PRD-00658",2026-02-19,"Siang","Line-B","OP04","M-03","Bracket",431,392,5,33,53.2
"PRD-00659",2026-02-20,"Siang","Line-B","OP03","M-03","Bracket",416,396,11,6,42.2
"PRD-00660",2026-02-21,"Siang","Line-B","OP02","M-04","Bracket",439,417,14,13,54.8
"PRD-00661",2026-02-23,"Siang","Line-B","OP04","M-04","Bracket",454,425,15,17,44.8
"PRD-00662",2026-02-24,"Siang","Line-B","OP04","M-04","Shaft",304,288,2,17,49.8
"PRD-00663",2026-02-25,"Siang","Line-B","OP03","M-04","Bracket",386,442,9,44,53.5
"PRD-00664",2026-02-26,"Siang","Line-B","OP04","M-03","Shaft",240,209,5,8,58.7
"PRD-00665",2026-02-27,"Siang","Line-B","OP07","M-03","Bracket",384,369,4,9,42.6
"PRD-00666",2026-02-28,"Siang","Line-B","OP07","M-03","Housing",399,369,5,23,43.6
"PRD-00667",2026-03-02,"Siang","Line-B","OP06","M-04","Housing",336,332,9,49,51.3
"PRD-00668",2026-03-03,"Siang","Line-B","OP02","M-04","Bracket",380,336,2,22,47.8
"PRD-00669",2026-03-04,"Siang","Line-B","OP06","M-04","Shaft",340,324,12,13,47.7
"PRD-00670",2026-03-05,"Siang","Line-B","OP02","M-03","Bracket",366,351,1,14,45.8
"PRD-00671",2026-03-06,"Siang","Line-B","OP07","M-03","Housing",362,348,8,2,59.2
"PRD-00672",2026-03-07,"Siang","Line-B","OP02","M-03","Housing",383,399,4,6,48.3
"PRD-00673",2026-03-09,"Siang","Line-B","OP01","M-03","Bracket",376,376,6,1,49.4
"PRD-00674",2026-03-10,"Siang","Line-B","OP08","M-03","Shaft",288,281,3,11,56.1
"PRD-00675",2026-03-11,"Siang","Line-B","OP08","M-04","Bracket",426,415,6,24,54.5
"PRD-00676",2026-03-12,"Siang","Line-B","OP06","M-03","Housing",353,331,9,10,50.5
"PRD-00677",2026-03-13,"Siang","Line-B","OP03","M-03","Housing",368,358,5,46,42.5
"PRD-00678",2026-03-14,"Siang","Line-B","OP06","M-04","Housing",298,289,12,85,36.1
"PRD-00679",2026-03-16,"Siang","Line-B","OP05","M-03","Bracket",423,398,4,16,48.2
"PRD-00680",2026-03-17,"Siang","Line-B","OP08","M-04","Housing",344,366,10,57,47.7
"PRD-00681",2026-03-18,"Siang","Line-B","OP02","M-03","Bracket",352,353,5,43,44.1
"PRD-00682",2026-03-19,"Siang","Line-B","OP04","M-03","Housing",363,370,7,20,38.4
"PRD-00683",2026-03-20,"Siang","Line-B","OP01","M-03","Shaft",316,298,2,14,56.3
"PRD-00684",2026-03-21,"Siang","Line-B","OP06","M-03","Shaft",306,272,6,15,53.4
"PRD-00685",2026-03-23,"Siang","Line-B","OP06","M-04","Housing",386,375,9,21,41.7
"PRD-00686",2026-03-24,"Siang","Line-B","OP03","M-04","Bracket",365,364,10,52,52.5
"PRD-00687",2026-03-25,"Siang","Line-B","OP07","M-03","Bracket",440,431,2,4,44.7
"PRD-00688",2026-03-26,"Siang","Line-B","OP08","M-03","Housing",354,317,2,18,49.9
"PRD-00689",2026-03-27,"Siang","Line-B","OP06","M-04","Shaft",324,314,15,13,49.5
"PRD-00690",2026-03-28,"Siang","Line-B","OP06","M-04","Bracket",391,382,12,21,45.1
"PRD-00691",2026-03-30,"Siang","Line-B","OP02","M-04","Bracket",363,324,6,11,54.8
"PRD-00692",2026-03-31,"Siang","Line-B","OP06","M-04","Bracket",435,446,12,9,47.3
"PRD-00693",2026-04-01,"Siang","Line-B","OP02","M-04","Shaft",328,302,3,33,52.1
"PRD-00694",2026-04-02,"Siang","Line-B","OP04","M-04","Housing",341,336,11,15,38.3
"PRD-00695",2026-04-03,"Siang","Line-B","OP05","M-04","Bracket",375,347,10,8,48.5
"PRD-00696",2026-04-04,"Siang","Line-B","OP07","M-04","Housing",333,312,4,11,41.8
"PRD-00697",2026-04-06,"Siang","Line-B","OP07","M-03","Housing",347,303,6,81,47.7
"PRD-00698",2026-04-07,"Siang","Line-B","OP05","M-03","Bracket",367,344,4,11,47.5
"PRD-00699",2026-04-08,"Siang","Line-B","OP01","M-04","Shaft",337,298,4,12,54.4
"PRD-00700",2026-04-09,"Siang","Line-B","OP08","M-03","Bracket",464,428,2,2,38
"PRD-00701",2026-04-10,"Siang","Line-B","OP03","M-04","Shaft",273,268,9,12,59
"PRD-00702",2026-04-11,"Siang","Line-B","OP04","M-03","Housing",367,366,11,23,44.5
"PRD-00703",2026-04-13,"Siang","Line-B","OP07","M-04","Housing",329,304,12,24,46.4
"PRD-00704",2026-04-14,"Siang","Line-B","OP01","M-04","Shaft",314,300,7,10,50.7
"PRD-00705",2026-04-15,"Siang","Line-B","OP02","M-03","Bracket",408,408,2,4,51.2
"PRD-00706",2026-04-16,"Siang","Line-B","OP06","M-03","Bracket",424,392,11,16,38.7
"PRD-00707",2026-04-17,"Siang","Line-B","OP03","M-03","Housing",378,381,7,18,40.3
"PRD-00708",2026-04-18,"Siang","Line-B","OP04","M-03","Housing",290,289,9,58,42.4
"PRD-00709",2026-04-20,"Siang","Line-B","OP08","M-03","Shaft",303,313,9,8,43.1
"PRD-00710",2026-04-21,"Siang","Line-B","OP01","M-03","Bracket",429,445,5,6,48.4
"PRD-00711",2026-04-22,"Siang","Line-B","OP02","M-04","Housing",319,305,5,30,52
"PRD-00712",2026-04-23,"Siang","Line-B","OP03","M-03","Bracket",434,433,9,2,39.8
"PRD-00713",2026-04-24,"Siang","Line-B","OP08","M-04","Bracket",420,419,4,8,39.7
"PRD-00714",2026-04-25,"Siang","Line-B","OP08","M-03","Housing",361,371,2,21,50.2
"PRD-00715",2026-04-27,"Siang","Line-B","OP08","M-04","Shaft",279,260,7,18,43.2
"PRD-00716",2026-04-28,"Siang","Line-B","OP03","M-03","Bracket",440,434,4,8,43.8
"PRD-00717",2026-04-29,"Siang","Line-B","OP02","M-03","Bracket",351,353,6,32,39.7
"PRD-00718",2026-04-30,"Siang","Line-B","OP01","M-03","Housing",318,303,2,38,38.8
"PRD-00719",2026-05-01,"Siang","Line-B","OP08","M-04","Housing",351,318,3,15,46
"PRD-00720",2026-05-02,"Siang","Line-B","OP08","M-03","Housing",369,390,1,20,51
"PRD-00721",2026-05-04,"Siang","Line-B","OP02","M-03","Bracket",443,438,6,1,43.5
"PRD-00722",2026-05-05,"Siang","Line-B","OP08","M-04","Housing",302,303,10,24,43.9
"PRD-00723",2026-05-06,"Siang","Line-B","OP04","M-03","Bracket",419,419,5,14,49.9
"PRD-00724",2026-05-07,"Siang","Line-B","OP08","M-04","Housing",337,358,9,15,37.5
"PRD-00725",2026-05-08,"Siang","Line-B","OP08","M-04","Shaft",253,272,2,31,53.4
"PRD-00726",2026-05-09,"Siang","Line-B","OP08","M-04","Bracket",463,494,21,41,53
"PRD-00727",2026-05-11,"Siang","Line-B","OP04","M-03","Bracket",446,484,10,2,44
"PRD-00728",2026-05-12,"Siang","Line-B","OP01","M-03","Shaft",311,297,3,16,57.7
"PRD-00729",2026-05-13,"Siang","Line-B","OP07","M-04","Housing",372,307,12,29,43.5
"PRD-00730",2026-05-14,"Siang","Line-B","OP04","M-03","Shaft",337,344,8,19,60.2
"PRD-00731",2026-05-15,"Siang","Line-B","OP03","M-03","Bracket",352,320,7,11,43.3
"PRD-00732",2026-05-16,"Siang","Line-B","OP04","M-03","Shaft",298,246,6,17,58.5
"PRD-00733",2026-05-18,"Siang","Line-B","OP07","M-03","Housing",366,360,9,21,40.4
"PRD-00734",2026-05-19,"Siang","Line-B","OP05","M-04","Bracket",443,406,9,22,38.1
"PRD-00735",2026-05-20,"Siang","Line-B","OP01","M-03","Housing",377,402,4,7,39.6
"PRD-00736",2026-05-21,"Siang","Line-B","OP06","M-04","Housing",300,353,12,34,51.5
"PRD-00737",2026-05-22,"Siang","Line-B","OP06","M-04","Housing",301,271,9,43,48.6
"PRD-00738",2026-05-23,"Siang","Line-B","OP02","M-04","Bracket",442,446,6,40,55.7
"PRD-00739",2026-05-25,"Siang","Line-B","OP08","M-03","Housing",361,359,1,5,41.4
"PRD-00740",2026-05-26,"Siang","Line-B","OP06","M-03","Shaft",340,274,8,4,57.3
"PRD-00741",2026-05-27,"Siang","Line-B","OP03","M-04","Housing",341,351,8,14,56.6
"PRD-00742",2026-05-28,"Siang","Line-B","OP08","M-04","Shaft",316,318,3,10,52.7
"PRD-00743",2026-05-29,"Siang","Line-B","OP04","M-03","Housing",299,319,7,2,41.1
"PRD-00744",2026-05-30,"Siang","Line-B","OP08","M-04","Housing",341,289,1,26,48.9
"PRD-00745",2026-06-01,"Siang","Line-B","OP07","M-04","Housing",326,287,8,35,49.7
"PRD-00746",2026-06-02,"Siang","Line-B","OP05","M-03","Bracket",457,500,9,29,51
"PRD-00747",2026-06-03,"Siang","Line-B","OP05","M-04","Shaft",259,247,4,15,46.4
"PRD-00748",2026-06-04,"Siang","Line-B","OP06","M-04","Housing",357,337,15,16,43.7
"PRD-00749",2026-06-05,"Siang","Line-B","OP02","M-04","Housing",362,348,0,19,42.9
"PRD-00750",2026-06-06,"Siang","Line-B","OP08","M-04","Shaft",272,253,6,28,55.7
"PRD-00751",2026-06-08,"Siang","Line-B","OP08","M-04","Shaft",317,306,7,10,57.5
"PRD-00752",2026-06-09,"Siang","Line-B","OP02","M-03","Housing",353,347,3,17,43.7
"PRD-00753",2026-06-10,"Siang","Line-B","OP03","M-03","Housing",337,321,5,5,46.3
"PRD-00754",2026-06-11,"Siang","Line-B","OP08","M-04","Housing",345,329,6,13,50.3
"PRD-00755",2026-06-12,"Siang","Line-B","OP01","M-03","Bracket",457,468,9,7,42.7
"PRD-00756",2026-06-13,"Siang","Line-B","OP06","M-04","Shaft",269,235,8,13,50
"PRD-00757",2026-06-15,"Siang","Line-B","OP06","M-03","Shaft",303,295,5,4,53.5
"PRD-00758",2026-06-16,"Siang","Line-B","OP02","M-04","Bracket",369,348,3,12,41.1
"PRD-00759",2026-06-17,"Siang","Line-B","OP04","M-03","Housing",381,376,12,42,38
"PRD-00760",2026-06-18,"Siang","Line-B","OP01","M-04","Bracket",389,392,7,13,41.9
"PRD-00761",2026-06-19,"Siang","Line-B","OP02","M-03","Housing",348,334,2,9,48.8
"PRD-00762",2026-06-20,"Siang","Line-B","OP05","M-04","Shaft",303,311,3,16,55
"PRD-00763",2026-06-22,"Siang","Line-B","OP04","M-04","Bracket",437,478,12,16,34
"PRD-00764",2026-06-23,"Siang","Line-B","OP05","M-04","Bracket",416,385,16,10,39.7
"PRD-00765",2026-06-24,"Siang","Line-B","OP05","M-04","Bracket",424,399,10,51,53
"PRD-00766",2026-06-25,"Siang","Line-B","OP02","M-04","Housing",271,255,5,9,33.4
"PRD-00767",2026-06-26,"Siang","Line-B","OP06","M-04","Shaft",297,300,21,37,57.1
"PRD-00768",2026-06-27,"Siang","Line-B","OP06","M-03","Bracket",449,500,11,22,40.6
"PRD-00769",2026-06-29,"Siang","Line-B","OP03","M-03","Housing",311,282,6,24,40.8
"PRD-00770",2026-06-30,"Siang","Line-B","OP02","M-04","Shaft",301,271,9,11,54
"PRD-00771",2026-01-02,"Malam","Line-B","OP07","M-04","Bracket",343,319,11,33,43.7
"PRD-00772",2026-01-03,"Malam","Line-B","OP07","M-03","Shaft",273,267,6,4,58.1
"PRD-00773",2026-01-05,"Malam","Line-B","OP03","M-04","Housing",315,350,5,13,38.3
"PRD-00774",2026-01-06,"Malam","Line-B","OP03","M-04","Housing",293,290,5,33,47
"PRD-00775",2026-01-07,"Malam","Line-B","OP06","M-04","Bracket",387,427,21,31,48.8
"PRD-00776",2026-01-08,"Malam","Line-B","OP06","M-03","Bracket",410,361,11,8,53
"PRD-00777",2026-01-09,"Malam","Line-B","OP04","M-03","Housing",273,268,4,6,51
"PRD-00778",2026-01-10,"Malam","Line-B","OP03","M-04","Shaft",304,332,9,13,63
"PRD-00779",2026-01-12,"Malam","Line-B","OP05","M-04","Shaft",242,224,5,28,55.1
"PRD-00780",2026-01-13,"Malam","Line-B","OP06","M-04","Bracket",399,401,20,33,42.8
"PRD-00781",2026-01-14,"Malam","Line-B","OP02","M-03","Shaft",271,278,2,21,50.4
"PRD-00782",2026-01-15,"Malam","Line-B","OP07","M-03","Shaft",264,227,1,9,59.1
"PRD-00783",2026-01-16,"Malam","Line-B","OP01","M-04","Housing",281,294,5,22,41.9
"PRD-00784",2026-01-17,"Malam","Line-B","OP03","M-04","Housing",312,288,14,12,47.1
"PRD-00785",2026-01-19,"Malam","Line-B","OP04","M-03","Bracket",382,393,6,31,51.4
"PRD-00786",2026-01-20,"Malam","Line-B","OP04","M-03","Housing",340,280,8,42,37.4
"PRD-00787",2026-01-21,"Malam","Line-B","OP03","M-03","Bracket",358,361,14,21,46.9
"PRD-00788",2026-01-22,"Malam","Line-B","OP03","M-04","Bracket",326,299,9,53,51
"PRD-00789",2026-01-23,"Malam","Line-B","OP05","M-04","Housing",338,332,4,9,45.5
"PRD-00790",2026-01-24,"Malam","Line-B","OP07","M-04","Bracket",348,359,11,23,53.1
"PRD-00791",2026-01-26,"Malam","Line-B","OP03","M-03","Shaft",245,247,7,3,54
"PRD-00792",2026-01-27,"Malam","Line-B","OP05","M-04","Bracket",434,404,6,14,45.2
"PRD-00793",2026-01-28,"Malam","Line-B","OP03","M-03","Bracket",416,384,7,12,46.9
"PRD-00794",2026-01-29,"Malam","Line-B","OP06","M-03","Housing",317,296,8,10,40.3
"PRD-00795",2026-01-30,"Malam","Line-B","OP07","M-04","Shaft",275,288,8,14,55.1
"PRD-00796",2026-01-31,"Malam","Line-B","OP04","M-03","Bracket",388,387,13,15,44.6
"PRD-00797",2026-02-02,"Malam","Line-B","OP03","M-03","Housing",324,301,5,8,43.7
"PRD-00798",2026-02-03,"Malam","Line-B","OP06","M-03","Bracket",377,361,14,12,45.4
"PRD-00799",2026-02-04,"Malam","Line-B","OP06","M-03","Housing",263,275,6,33,41.2
"PRD-00800",2026-02-05,"Malam","Line-B","OP07","M-03","Bracket",375,406,7,14,36.4
"PRD-00801",2026-02-06,"Malam","Line-B","OP06","M-04","Shaft",296,280,9,20,48.2
"PRD-00802",2026-02-07,"Malam","Line-B","OP08","M-03","Bracket",318,303,12,19,49
"PRD-00803",2026-02-09,"Malam","Line-B","OP03","M-03","Housing",305,304,5,56,42.4
"PRD-00804",2026-02-10,"Malam","Line-B","OP03","M-04","Shaft",258,259,9,59,50
"PRD-00805",2026-02-11,"Malam","Line-B","OP08","M-04","Bracket",379,349,3,27,46.7
"PRD-00806",2026-02-12,"Malam","Line-B","OP05","M-04","Shaft",248,240,4,37,57.5
"PRD-00807",2026-02-13,"Malam","Line-B","OP08","M-03","Shaft",291,268,1,0,55
"PRD-00808",2026-02-14,"Malam","Line-B","OP02","M-03","Bracket",385,373,7,9,38.9
"PRD-00809",2026-02-16,"Malam","Line-B","OP03","M-04","Bracket",354,346,12,23,45.3
"PRD-00810",2026-02-17,"Malam","Line-B","OP08","M-03","Bracket",401,378,4,22,54
"PRD-00811",2026-02-18,"Malam","Line-B","OP06","M-03","Housing",318,345,14,6,45.2
"PRD-00812",2026-02-19,"Malam","Line-B","OP02","M-03","Bracket",358,332,1,43,46.3
"PRD-00813",2026-02-20,"Malam","Line-B","OP06","M-04","Housing",334,339,17,9,33
"PRD-00814",2026-02-21,"Malam","Line-B","OP04","M-03","Housing",272,240,11,9,45.7
"PRD-00815",2026-02-23,"Malam","Line-B","OP03","M-03","Bracket",328,338,5,29,47.2
"PRD-00816",2026-02-24,"Malam","Line-B","OP08","M-04","Housing",294,289,5,14,39.2
"PRD-00817",2026-02-25,"Malam","Line-B","OP02","M-03","Housing",288,302,4,55,47.3
"PRD-00818",2026-02-26,"Malam","Line-B","OP07","M-03","Housing",316,284,2,18,50.3
"PRD-00819",2026-02-27,"Malam","Line-B","OP03","M-03","Bracket",390,408,13,10,46
"PRD-00820",2026-02-28,"Malam","Line-B","OP02","M-04","Bracket",411,427,10,12,37.7
"PRD-00821",2026-03-02,"Malam","Line-B","OP06","M-04","Shaft",243,223,22,20,51.8
"PRD-00822",2026-03-03,"Malam","Line-B","OP01","M-03","Housing",290,282,5,35,47.1
"PRD-00823",2026-03-04,"Malam","Line-B","OP07","M-04","Bracket",409,386,18,28,53.8
"PRD-00824",2026-03-05,"Malam","Line-B","OP03","M-04","Housing",314,297,13,9,46.4
"PRD-00825",2026-03-06,"Malam","Line-B","OP02","M-04","Shaft",271,270,4,11,39.4
"PRD-00826",2026-03-07,"Malam","Line-B","OP01","M-04","Housing",264,269,3,10,54
"PRD-00827",2026-03-09,"Malam","Line-B","OP01","M-04","Shaft",289,280,9,10,58.8
"PRD-00828",2026-03-10,"Malam","Line-B","OP03","M-04","Bracket",379,406,11,77,48.2
"PRD-00829",2026-03-11,"Malam","Line-B","OP03","M-03","Shaft",248,255,8,5,54.3
"PRD-00830",2026-03-12,"Malam","Line-B","OP04","M-03","Shaft",253,235,5,27,57.4
"PRD-00831",2026-03-13,"Malam","Line-B","OP03","M-04","Shaft",277,248,6,10,56.1
"PRD-00832",2026-03-14,"Malam","Line-B","OP03","M-04","Shaft",252,247,3,20,56.9
"PRD-00833",2026-03-16,"Malam","Line-B","OP08","M-04","Bracket",366,409,11,14,45.9
"PRD-00834",2026-03-17,"Malam","Line-B","OP06","M-04","Shaft",273,284,21,13,57.5
"PRD-00835",2026-03-18,"Malam","Line-B","OP02","M-03","Bracket",333,326,4,19,50.8
"PRD-00836",2026-03-19,"Malam","Line-B","OP04","M-04","Housing",321,326,17,8,55.3
