"InspectionDate","Line","Product","Operator","Shift","DefectType","Inspected","Defect","CycleTimeSec"
2026-07-01,"B","Housing","OP05","Malam","Color",126,13,54
2026-07-08,"B","Panel","OP05","Siang","NONE",120,9,44
2026-07-15,"B","Housing","OP06","Malam","Scratch",131,11,52
2026-07-22,"B","Panel","OP02","Pagi","NONE",130,8,44.2
2026-07-29,"B","Panel","OP05","Pagi","Dimension",132,5,40.2
2026-08-05,"B","Panel","OP03","Siang","Color",130,11,43
2026-08-12,"B","Panel","OP07","Siang","Crack",124,13,44.6
2026-08-19,"B","Housing","OP08","Pagi","Scratch",130,16,47.9
2026-08-26,"B","Bracket","OP08","Siang","Crack",117,8,43
2026-09-02,"B","Housing","OP06","Malam","Crack",119,7,51.5
2026-09-09,"B","Housing","OP02","Pagi","Crack",117,15,49.3
2026-09-16,"B","Bracket","OP03","Pagi","Crack",110,6,43.7
2026-09-23,"B","Housing","OP03","Malam","Crack",117,9,54.1
2026-09-30,"B","Panel","OP04","Pagi","NONE",121,6,47.5
2026-10-07,"B","Bracket","OP03","Pagi","Dimension",122,16,47.1
2026-10-14,"B","Panel","OP01","Malam","Color",120,6,45.3
2026-10-21,"B","Housing","OP07","Siang","NONE",128,8,49.7
2026-10-28,"B","Housing","OP06","Pagi","NONE",129,9,51.5
2026-11-04,"B","Bracket","OP08","Pagi","Crack",125,8,47.3
2026-11-11,"B","Housing","OP08","Siang","Crack",114,8,52.9
2026-07-01,"C","Panel","OP05","Malam","Dimension",130,6,49.3
2026-07-08,"C","Housing","OP05","Siang","Scratch",125,5,47.9
2026-07-15,"C","Bracket","OP04","Siang","NONE",121,4,42.4
2026-07-22,"C","Bracket","OP03","Pagi","Scratch",121,1,47.8
2026-07-29,"C","Bracket","OP03","Pagi","NONE",129,1,42.6
2026-08-05,"C","Housing","OP06","Siang","Color",112,1,49.1
2026-08-12,"C","Housing","OP03","Siang","Scratch",128,4,45.4
2026-08-19,"C","Housing","OP02","Pagi","Dimension",117,5,50.1
2026-08-26,"C","Housing","OP01","Pagi","Color",105,7,49.2
2026-09-02,"C","Housing","OP05","Malam","Scratch",141,4,51.3
2026-09-09,"C","Bracket","OP08","Malam","NONE",133,6,46.4
2026-09-16,"C","Panel","OP04","Malam","NONE",137,5,48.6
2026-09-23,"C","Housing","OP06","Siang","NONE",106,4,47.2
2026-09-30,"C","Panel","OP02","Siang","NONE",108,5,48
2026-10-07,"C","Bracket","OP07","Siang","Dimension",128,3,46.2
2026-10-14,"C","Bracket","OP04","Siang","Color",115,4,43.1
2026-10-21,"C","Panel","OP02","Pagi","Dimension",120,3,38.7
2026-10-28,"C","Housing","OP04","Malam","NONE",123,5,48.9
2026-11-04,"C","Panel","OP08","Malam","Dimension",120,0,45.5
2026-11-11,"C","Housing","OP06","Pagi","NONE",108,6,45.4
2026-07-01,"A","Bracket","OP04","Siang","Color",123,8,38.7
2026-07-08,"A","Housing","OP01","Pagi","Dimension",117,2,45.3
2026-07-15,"A","Panel","OP04","Malam","NONE",119,6,47.5
2026-07-22,"A","Bracket","OP03","Pagi","Scratch",131,1,38.9
2026-07-29,"A","Panel","OP01","Pagi","Dimension",123,3,45.1
2026-08-05,"A","Panel","OP04","Pagi","Dimension",119,5,42.3
2026-08-12,"A","Housing","OP06","Siang","Scratch",124,2,46.2
2026-08-19,"A","Bracket","OP07","Siang","NONE",117,9,42.8
2026-08-26,"A","Housing","OP04","Pagi","Scratch",111,3,47.8
2026-09-02,"A","Housing","OP02","Pagi","Scratch",116,3,45.1
2026-09-09,"A","Housing","OP07","Siang","NONE",133,2,47.5
2026-09-16,"A","Housing","OP04","Pagi","NONE",129,3,49.4
2026-09-23,"A","Bracket","OP07","Siang","Scratch",125,5,38.3
2026-09-30,"A","Panel","OP01","Siang","Scratch",129,4,41.5
2026-10-07,"A","Panel","OP03","Siang","NONE",109,6,42.1
2026-10-14,"A","Panel","OP03","Pagi","NONE",131,4,45.6
2026-10-21,"A","Housing","OP07","Siang","Color",138,6,51.1
2026-10-28,"A","Bracket","OP03","Pagi","NONE",126,5,40.7
2026-11-04,"A","Housing","OP06","Malam","Scratch",125,6,47.9
2026-11-11,"A","Panel","OP08","Pagi","Scratch",131,4,43.7
2026-07-01,"B","Housing","OP02","Pagi","Color",128,13,54.2
2026-07-08,"B","Panel","OP05","Pagi","NONE",132,8,45.9
2026-07-15,"B","Bracket","OP02","Pagi","Dimension",125,5,46.3
2026-07-22,"B","Panel","OP07","Malam","Dimension",129,13,46.6
2026-07-29,"B","Panel","OP07","Siang","Scratch",144,7,44.3
2026-08-05,"B","Housing","OP07","Siang","Crack",117,9,47.9
2026-08-12,"B","Bracket","OP08","Malam","Crack",129,4,46.6
2026-08-19,"B","Housing","OP01","Malam","Dimension",130,6,53.1
2026-08-26,"B","Bracket","OP07","Siang","NONE",134,7,43.1
2026-09-02,"B","Housing","OP05","Malam","NONE",110,7,53.5
2026-09-09,"B","Panel","OP08","Siang","Scratch",127,7,43.2
2026-09-16,"B","Panel","OP03","Pagi","Scratch",133,13,45.6
2026-09-23,"B","Housing","OP05","Malam","Crack",113,5,52.8
2026-09-30,"B","Panel","OP07","Siang","NONE",112,4,40
2026-10-07,"B","Bracket","OP08","Siang","Dimension",121,10,44.3
2026-10-14,"B","Bracket","OP02","Malam","Crack",106,2,48.7
2026-10-21,"B","Bracket","OP08","Pagi","NONE",134,5,44.2
2026-10-28,"B","Housing","OP04","Pagi","Scratch",139,5,47.5
2026-11-04,"B","Panel","OP04","Siang","NONE",123,14,47.2
2026-11-11,"B","Bracket","OP03","Siang","Crack",126,7,47.8
2026-07-01,"C","Panel","OP04","Pagi","NONE",117,5,48
2026-07-08,"C","Panel","OP03","Siang","Dimension",127,2,44.3
2026-07-15,"C","Housing","OP03","Pagi","Dimension",125,9,47.2
2026-07-22,"C","Panel","OP06","Pagi","NONE",126,1,46.9
2026-07-29,"C","Housing","OP04","Siang","Dimension",137,4,48.7
2026-08-05,"C","Bracket","OP03","Siang","Crack",125,4,40.8
2026-08-12,"C","Bracket","OP02","Malam","NONE",121,3,49.3
2026-08-19,"C","Bracket","OP04","Siang","Dimension",111,0,38.8
2026-08-26,"C","Bracket","OP08","Pagi","Scratch",117,5,44
2026-09-02,"C","Housing","OP08","Siang","Color",137,10,51.6
2026-09-09,"C","Housing","OP05","Pagi","Dimension",129,4,51.2
2026-09-16,"C","Housing","OP01","Siang","Scratch",121,5,50
2026-09-23,"C","Bracket","OP05","Siang","NONE",130,10,42.3
2026-09-30,"C","Housing","OP05","Siang","NONE",132,1,51
2026-10-07,"C","Bracket","OP03","Pagi","Scratch",117,4,42.5
2026-10-14,"C","Panel","OP04","Malam","NONE",126,3,49.9
2026-10-21,"C","Bracket","OP02","Malam","NONE",129,6,47.2
2026-10-28,"C","Panel","OP05","Malam","NONE",129,2,47.7
2026-11-04,"C","Panel","OP02","Malam","Scratch",129,2,42.8
2026-11-11,"C","Housing","OP01","Pagi","Dimension",136,4,51.9
