"ProductionID","Tanggal","Shift","Line","Operator","Mesin","Produk","TargetProduksi","AktualProduksi","JumlahCacat","DowntimeMenit","CycleTimeDetik","DefectRatePct","PencapaianPct","Bulan","Hari"
"PRD-00398",2026-04-16,"Malam","Line-A","OP06","M-02","Bracket",367,387,17,18,45.6,4.39,105.4,"2026-04","Thursday"
"PRD-00399",2026-04-17,"Malam","Line-A","OP06","M-02","Housing",257,237,9,34,44.5,3.8,92.2,"2026-04","Friday"
"PRD-00400",2026-04-18,"Malam","Line-A","OP05","M-01","Bracket",376,338,7,11,47.1,2.07,89.9,"2026-04","Saturday"
"PRD-00401",2026-04-20,"Malam","Line-A","OP06","M-02","Housing",359,350,26,15,46.7,7.43,97.5,"2026-04","Monday"
"PRD-00402",2026-04-21,"Malam","Line-A","OP08","M-02","Housing",349,332,6,20,48.7,1.81,95.1,"2026-04","Tuesday"
"PRD-00403",2026-04-22,"Malam","Line-A","OP07","M-02","Bracket",383,360,19,13,43.8,5.28,94,"2026-04","Wednesday"
"PRD-00404",2026-04-23,"Malam","Line-A","OP04","M-01","Shaft",244,226,10,7,47.3,4.42,92.6,"2026-04","Thursday"
"PRD-00405",2026-04-24,"Malam","Line-A","OP06","M-02","Shaft",267,246,23,9,49.9,9.35,92.1,"2026-04","Friday"
"PRD-00406",2026-04-25,"Malam","Line-A","OP02","M-02","Bracket",393,380,12,22,50.1,3.16,96.7,"2026-04","Saturday"
"PRD-00407",2026-04-27,"Malam","Line-A","OP02","M-02","Shaft",226,226,8,63,52,3.54,100,"2026-04","Monday"
"PRD-00408",2026-04-28,"Malam","Line-A","OP01","M-02","Bracket",332,322,5,15,46,1.55,97,"2026-04","Tuesday"
"PRD-00409",2026-04-29,"Malam","Line-A","OP02","M-02","Housing",332,337,13,16,49.6,3.86,101.5,"2026-04","Wednesday"
"PRD-00410",2026-04-30,"Malam","Line-A","OP08","M-01","Housing",319,288,3,26,59.8,1.04,90.3,"2026-04","Thursday"
"PRD-00411",2026-05-01,"Malam","Line-A","OP02","M-01","Housing",281,227,3,16,55.9,1.32,80.8,"2026-05","Friday"
"PRD-00412",2026-05-02,"Malam","Line-A","OP04","M-02","Housing",346,330,20,44,37.3,6.06,95.4,"2026-05","Saturday"
"PRD-00413",2026-05-04,"Malam","Line-A","OP04","M-02","Housing",304,292,14,23,54.4,4.79,96.1,"2026-05","Monday"
"PRD-00414",2026-05-05,"Malam","Line-A","OP04","M-01","Housing",346,388,15,0,46.5,3.87,112.1,"2026-05","Tuesday"
"PRD-00415",2026-05-06,"Malam","Line-A","OP02","M-01","Bracket",402,370,11,4,50.2,2.97,92,"2026-05","Wednesday"
"PRD-00416",2026-05-07,"Malam","Line-A","OP01","M-02","Housing",318,290,7,17,39.9,2.41,91.2,"2026-05","Thursday"
"PRD-00417",2026-05-08,"Malam","Line-A","OP03","M-01","Shaft",311,279,15,47,51.3,5.38,89.7,"2026-05","Friday"
"PRD-00418",2026-05-09,"Malam","Line-A","OP04","M-02","Bracket",341,339,16,23,43.8,4.72,99.4,"2026-05","Saturday"
"PRD-00419",2026-05-11,"Malam","Line-A","OP02","M-02","Shaft",257,263,7,15,46.9,2.66,102.3,"2026-05","Monday"
"PRD-00420",2026-05-12,"Malam","Line-A","OP06","M-02","Bracket",375,380,32,8,45.4,8.42,101.3,"2026-05","Tuesday"
"PRD-00421",2026-05-13,"Malam","Line-A","OP03","M-01","Housing",329,325,4,45,39.9,1.23,98.8,"2026-05","Wednesday"
"PRD-00422",2026-05-14,"Malam","Line-A","OP04","M-02","Shaft",265,247,17,8,61.5,6.88,93.2,"2026-05","Thursday"
"PRD-00423",2026-05-15,"Malam","Line-A","OP01","M-01","Bracket",376,364,8,14,39.8,2.2,96.8,"2026-05","Friday"
"PRD-00424",2026-05-16,"Malam","Line-A","OP04","M-01","Shaft",289,277,17,1,54.3,6.14,95.8,"2026-05","Saturday"
"PRD-00425",2026-05-18,"Malam","Line-A","OP04","M-01","Bracket",362,349,23,6,46.4,6.59,96.4,"2026-05","Monday"
"PRD-00426",2026-05-19,"Malam","Line-A","OP02","M-02","Housing",305,304,7,21,51.6,2.3,99.7,"2026-05","Tuesday"
"PRD-00427",2026-05-20,"Malam","Line-A","OP06","M-01","Housing",353,315,20,11,43.6,6.35,89.2,"2026-05","Wednesday"
"PRD-00428",2026-05-21,"Malam","Line-A","OP07","M-02","Bracket",354,320,8,17,40.8,2.5,90.4,"2026-05","Thursday"
"PRD-00429",2026-05-22,"Malam","Line-A","OP03","M-01","Shaft",274,279,5,9,46.6,1.79,101.8,"2026-05","Friday"
"PRD-00430",2026-05-23,"Malam","Line-A","OP06","M-01","Housing",302,304,28,41,46.4,9.21,100.7,"2026-05","Saturday"
"PRD-00431",2026-05-25,"Malam","Line-A","OP05","M-02","Shaft",265,254,9,42,59.6,3.54,95.8,"2026-05","Monday"
"PRD-00432",2026-05-26,"Malam","Line-A","OP04","M-02","Bracket",416,427,10,12,44.8,2.34,102.6,"2026-05","Tuesday"
"PRD-00433",2026-05-27,"Malam","Line-A","OP07","M-01","Housing",268,246,8,26,41.9,3.25,91.8,"2026-05","Wednesday"
"PRD-00434",2026-05-28,"Malam","Line-A","OP08","M-01","Bracket",370,369,4,8,46.7,1.08,99.7,"2026-05","Thursday"
"PRD-00435",2026-05-29,"Malam","Line-A","OP03","M-02","Housing",329,327,12,39,42.1,3.67,99.4,"2026-05","Friday"
"PRD-00436",2026-05-30,"Malam","Line-A","OP01","M-01","Bracket",364,325,5,34,48.9,1.54,89.3,"2026-05","Saturday"
"PRD-00437",2026-06-01,"Malam","Line-A","OP02","M-02","Bracket",413,413,19,27,45.1,4.6,100,"2026-06","Monday"
"PRD-00438",2026-06-02,"Malam","Line-A","OP06","M-01","Bracket",379,346,16,21,40,4.62,91.3,"2026-06","Tuesday"
"PRD-00439",2026-06-03,"Malam","Line-A","OP02","M-02","Housing",320,298,9,17,50.9,3.02,93.1,"2026-06","Wednesday"
"PRD-00440",2026-06-04,"Malam","Line-A","OP08","M-02","Bracket",350,338,10,66,44.4,2.96,96.6,"2026-06","Thursday"
"PRD-00441",2026-06-05,"Malam","Line-A","OP04","M-01","Housing",281,278,18,7,53.9,6.47,98.9,"2026-06","Friday"
"PRD-00442",2026-06-06,"Malam","Line-A","OP08","M-02","Housing",367,327,9,29,47.6,2.75,89.1,"2026-06","Saturday"
"PRD-00443",2026-06-08,"Malam","Line-A","OP03","M-01","Bracket",310,281,9,40,41,3.2,90.6,"2026-06","Monday"
"PRD-00444",2026-06-09,"Malam","Line-A","OP04","M-01","Bracket",379,393,12,7,55.6,3.05,103.7,"2026-06","Tuesday"
"PRD-00445",2026-06-10,"Malam","Line-A","OP02","M-02","Bracket",341,327,14,16,50.7,4.28,95.9,"2026-06","Wednesday"
"PRD-00446",2026-06-11,"Malam","Line-A","OP08","M-01","Bracket",334,343,8,29,52.7,2.33,102.7,"2026-06","Thursday"
"PRD-00447",2026-06-12,"Malam","Line-A","OP07","M-02","Bracket",418,377,23,17,51.5,6.1,90.2,"2026-06","Friday"
"PRD-00448",2026-06-13,"Malam","Line-A","OP06","M-02","Bracket",356,378,29,19,46.1,7.67,106.2,"2026-06","Saturday"
"PRD-00449",2026-06-15,"Malam","Line-A","OP07","M-01","Bracket",393,373,16,12,50.1,4.29,94.9,"2026-06","Monday"
"PRD-00450",2026-06-16,"Malam","Line-A","OP02","M-02","Bracket",380,381,6,63,46.5,1.57,100.3,"2026-06","Tuesday"
"PRD-00451",2026-06-17,"Malam","Line-A","OP08","M-01","Shaft",278,255,7,12,49.1,2.75,91.7,"2026-06","Wednesday"
"PRD-00452",2026-06-18,"Malam","Line-A","OP01","M-02","Housing",281,277,6,16,51.9,2.17,98.6,"2026-06","Thursday"
"PRD-00453",2026-06-19,"Malam","Line-A","OP07","M-01","Shaft",257,260,3,28,60,1.15,101.2,"2026-06","Friday"
"PRD-00454",2026-06-20,"Malam","Line-A","OP05","M-02","Shaft",287,267,15,34,57.6,5.62,93,"2026-06","Saturday"
"PRD-00455",2026-06-22,"Malam","Line-A","OP03","M-02","Bracket",367,342,8,20,44.4,2.34,93.2,"2026-06","Monday"
"PRD-00456",2026-06-23,"Malam","Line-A","OP03","M-01","Bracket",362,332,9,14,43.9,2.71,91.7,"2026-06","Tuesday"
"PRD-00457",2026-06-24,"Malam","Line-A","OP08","M-01","Shaft",299,272,6,2,44.8,2.21,91,"2026-06","Wednesday"
"PRD-00458",2026-06-25,"Malam","Line-A","OP07","M-02","Housing",269,255,9,59,46.3,3.53,94.8,"2026-06","Thursday"
"PRD-00459",2026-06-26,"Malam","Line-A","OP02","M-01","Bracket",387,379,5,9,43.8,1.32,97.9,"2026-06","Friday"
"PRD-00460",2026-06-27,"Malam","Line-A","OP08","M-01","Bracket",422,417,4,25,45.6,0.96,98.8,"2026-06","Saturday"
"PRD-00461",2026-06-29,"Malam","Line-A","OP05","M-01","Bracket",383,411,10,0,51.2,2.43,107.3,"2026-06","Monday"
"PRD-00462",2026-06-30,"Malam","Line-A","OP05","M-01","Bracket",392,415,11,9,47.2,2.65,105.9,"2026-06","Tuesday"
"PRD-00463",2026-01-02,"Pagi","Line-B","OP07","M-03","Bracket",388,406,5,23,46.5,1.23,104.6,"2026-01","Friday"
"PRD-00464",2026-01-03,"Pagi","Line-B","OP05","M-03","Bracket",361,352,4,4,42.2,1.14,97.5,"2026-01","Saturday"
"PRD-00465",2026-01-05,"Pagi","Line-B","OP07","M-04","Housing",350,325,8,13,47,2.46,92.9,"2026-01","Monday"
"PRD-00466",2026-01-06,"Pagi","Line-B","OP05","M-04","Shaft",318,289,7,10,51.3,2.42,90.9,"2026-01","Tuesday"
"PRD-00467",2026-01-07,"Pagi","Line-B","OP04","M-04","Bracket",427,406,10,11,45.2,2.46,95.1,"2026-01","Wednesday"
"PRD-00468",2026-01-08,"Pagi","Line-B","OP06","M-04","Housing",349,353,20,9,41.1,5.67,101.1,"2026-01","Thursday"
"PRD-00469",2026-01-09,"Pagi","Line-B","OP07","M-04","Bracket",437,466,13,41,41.3,2.79,106.6,"2026-01","Friday"
"PRD-00470",2026-01-10,"Pagi","Line-B","OP07","M-04","Housing",342,305,8,15,45.9,2.62,89.2,"2026-01","Saturday"
"PRD-00471",2026-01-12,"Pagi","Line-B","OP07","M-04","Bracket",476,460,17,9,38.5,3.7,96.6,"2026-01","Monday"
"PRD-00472",2026-01-13,"Pagi","Line-B","OP01","M-04","Bracket",450,464,4,25,45.2,0.86,103.1,"2026-01","Tuesday"
"PRD-00473",2026-01-14,"Pagi","Line-B","OP04","M-03","Housing",340,337,9,47,41,2.67,99.1,"2026-01","Wednesday"
"PRD-00474",2026-01-15,"Pagi","Line-B","OP04","M-04","Bracket",423,407,13,30,50.3,3.19,96.2,"2026-01","Thursday"
"PRD-00475",2026-01-16,"Pagi","Line-B","OP04","M-04","Bracket",423,422,18,17,45.8,4.27,99.8,"2026-01","Friday"
"PRD-00476",2026-01-17,"Pagi","Line-B","OP07","M-03","Housing",338,334,5,4,36.1,1.5,98.8,"2026-01","Saturday"
"PRD-00477",2026-01-19,"Pagi","Line-B","OP04","M-03","Housing",328,317,8,8,44.8,2.52,96.6,"2026-01","Monday"
"PRD-00478",2026-01-20,"Pagi","Line-B","OP04","M-03","Housing",330,368,8,10,49.9,2.17,111.5,"2026-01","Tuesday"
"PRD-00479",2026-01-21,"Pagi","Line-B","OP03","M-03","Bracket",366,362,7,6,41.7,1.93,98.9,"2026-01","Wednesday"
"PRD-00480",2026-01-22,"Pagi","Line-B","OP04","M-03","Shaft",304,287,5,19,46.7,1.74,94.4,"2026-01","Thursday"
"PRD-00481",2026-01-23,"Pagi","Line-B","OP04","M-03","Housing",326,339,11,21,46.9,3.24,104,"2026-01","Friday"
"PRD-00482",2026-01-24,"Pagi","Line-B","OP04","M-04","Bracket",426,426,14,51,41.7,3.29,100,"2026-01","Saturday"
"PRD-00483",2026-01-26,"Pagi","Line-B","OP01","M-03","Bracket",420,414,8,21,46.9,1.93,98.6,"2026-01","Monday"
"PRD-00484",2026-01-27,"Pagi","Line-B","OP07","M-04","Shaft",305,283,6,51,54.4,2.12,92.8,"2026-01","Tuesday"
"PRD-00485",2026-01-28,"Pagi","Line-B","OP02","M-03","Bracket",349,346,7,6,48,2.02,99.1,"2026-01","Wednesday"
"PRD-00486",2026-01-29,"Pagi","Line-B","OP07","M-03","Shaft",293,294,4,32,57.7,1.36,100.3,"2026-01","Thursday"
"PRD-00487",2026-01-30,"Pagi","Line-B","OP03","M-04","Shaft",286,286,4,16,54.4,1.4,100,"2026-01","Friday"
"PRD-00488",2026-01-31,"Pagi","Line-B","OP07","M-03","Bracket",455,487,3,6,49.9,0.62,107,"2026-01","Saturday"
"PRD-00489",2026-02-02,"Pagi","Line-B","OP05","M-03","Bracket",406,370,8,17,47.9,2.16,91.1,"2026-02","Monday"
"PRD-00490",2026-02-03,"Pagi","Line-B","OP08","M-04","Shaft",322,329,2,17,47.9,0.61,102.2,"2026-02","Tuesday"
"PRD-00491",2026-02-04,"Pagi","Line-B","OP07","M-04","Housing",333,350,9,32,38.7,2.57,105.1,"2026-02","Wednesday"
"PRD-00492",2026-02-05,"Pagi","Line-B","OP08","M-04","Shaft",330,303,12,12,50.8,3.96,91.8,"2026-02","Thursday"
"PRD-00493",2026-02-06,"Pagi","Line-B","OP02","M-04","Shaft",291,288,8,16,49.2,2.78,99,"2026-02","Friday"
"PRD-00494",2026-02-07,"Pagi","Line-B","OP05","M-04","Shaft",332,303,7,10,55.6,2.31,91.3,"2026-02","Saturday"
"PRD-00495",2026-02-09,"Pagi","Line-B","OP07","M-03","Bracket",427,381,4,2,48.5,1.05,89.2,"2026-02","Monday"
"PRD-00496",2026-02-10,"Pagi","Line-B","OP08","M-04","Shaft",295,285,3,25,48.7,1.05,96.6,"2026-02","Tuesday"
"PRD-00497",2026-02-11,"Pagi","Line-B","OP01","M-04","Housing",323,335,4,20,35.9,1.19,103.7,"2026-02","Wednesday"
"PRD-00498",2026-02-12,"Pagi","Line-B","OP01","M-04","Shaft",294,289,6,11,55.5,2.08,98.3,"2026-02","Thursday"
"PRD-00499",2026-02-13,"Pagi","Line-B","OP06","M-04","Housing",319,287,12,25,47.9,4.18,90,"2026-02","Friday"
"PRD-00500",2026-02-14,"Pagi","Line-B","OP02","M-04","Shaft",336,296,1,104,44.8,0.34,88.1,"2026-02","Saturday"
"PRD-00501",2026-02-16,"Pagi","Line-B","OP03","M-04","Bracket",485,469,6,41,37.2,1.28,96.7,"2026-02","Monday"
"PRD-00502",2026-02-17,"Pagi","Line-B","OP07","M-04","Bracket",384,390,14,29,46,3.59,101.6,"2026-02","Tuesday"
"PRD-00503",2026-02-18,"Pagi","Line-B","OP06","M-04","Housing",313,338,12,41,44.5,3.55,108,"2026-02","Wednesday"
"PRD-00504",2026-02-19,"Pagi","Line-B","OP02","M-03","Bracket",426,368,2,53,45.9,0.54,86.4,"2026-02","Thursday"
"PRD-00505",2026-02-20,"Pagi","Line-B","OP04","M-03","Bracket",382,347,9,13,43.6,2.59,90.8,"2026-02","Friday"
"PRD-00506",2026-02-21,"Pagi","Line-B","OP08","M-03","Housing",370,338,1,13,50.8,0.3,91.4,"2026-02","Saturday"
"PRD-00507",2026-02-23,"Pagi","Line-B","OP07","M-03","Housing",323,341,9,15,43.5,2.64,105.6,"2026-02","Monday"
"PRD-00508",2026-02-24,"Pagi","Line-B","OP06","M-03","Bracket",456,429,15,1,42.5,3.5,94.1,"2026-02","Tuesday"
"PRD-00509",2026-02-25,"Pagi","Line-B","OP04","M-04","Housing",338,323,8,15,41.4,2.48,95.6,"2026-02","Wednesday"
"PRD-00510",2026-02-26,"Pagi","Line-B","OP03","M-04","Housing",383,415,10,41,51.4,2.41,108.4,"2026-02","Thursday"
"PRD-00511",2026-02-27,"Pagi","Line-B","OP06","M-04","Housing",359,371,9,19,44.5,2.43,103.3,"2026-02","Friday"
"PRD-00512",2026-02-28,"Pagi","Line-B","OP07","M-04","Housing",361,374,10,10,47.8,2.67,103.6,"2026-02","Saturday"
"PRD-00513",2026-03-02,"Pagi","Line-B","OP04","M-03","Bracket",393,395,6,0,46.3,1.52,100.5,"2026-03","Monday"
"PRD-00514",2026-03-03,"Pagi","Line-B","OP05","M-03","Bracket",493,516,8,21,43.3,1.55,104.7,"2026-03","Tuesday"
"PRD-00515",2026-03-04,"Pagi","Line-B","OP08","M-03","Bracket",422,401,2,30,42,0.5,95,"2026-03","Wednesday"
"PRD-00516",2026-03-05,"Pagi","Line-B","OP01","M-03","Housing",358,366,3,2,53,0.82,102.2,"2026-03","Thursday"
"PRD-00517",2026-03-06,"Pagi","Line-B","OP01","M-04","Housing",323,315,6,30,51.5,1.9,97.5,"2026-03","Friday"
"PRD-00518",2026-03-07,"Pagi","Line-B","OP07","M-03","Shaft",332,339,5,3,54,1.47,102.1,"2026-03","Saturday"
"PRD-00519",2026-03-09,"Pagi","Line-B","OP05","M-03","Bracket",453,510,13,30,40.1,2.55,112.6,"2026-03","Monday"
"PRD-00520",2026-03-10,"Pagi","Line-B","OP07","M-04","Shaft",313,292,5,18,48.6,1.71,93.3,"2026-03","Tuesday"
"PRD-00521",2026-03-11,"Pagi","Line-B","OP02","M-04","Bracket",476,445,11,10,44.7,2.47,93.5,"2026-03","Wednesday"
"PRD-00522",2026-03-12,"Pagi","Line-B","OP08","M-04","Shaft",265,302,5,16,61.2,1.66,114,"2026-03","Thursday"
"PRD-00523",2026-03-13,"Pagi","Line-B","OP02","M-04","Shaft",258,250,4,31,55.1,1.6,96.9,"2026-03","Friday"
"PRD-00524",2026-03-14,"Pagi","Line-B","OP08","M-04","Housing",375,378,4,9,45.6,1.06,100.8,"2026-03","Saturday"
"PRD-00525",2026-03-16,"Pagi","Line-B","OP01","M-03","Bracket",406,394,2,13,41,0.51,97,"2026-03","Monday"
"PRD-00526",2026-03-17,"Pagi","Line-B","OP06","M-04","Housing",289,259,10,23,47.6,3.86,89.6,"2026-03","Tuesday"
"PRD-00527",2026-03-18,"Pagi","Line-B","OP07","M-04","Shaft",288,263,7,35,64,2.66,91.3,"2026-03","Wednesday"
"PRD-00528",2026-03-19,"Pagi","Line-B","OP04","M-04","Housing",354,353,5,9,41.1,1.42,99.7,"2026-03","Thursday"
"PRD-00529",2026-03-20,"Pagi","Line-B","OP05","M-03","Housing",329,310,7,12,47.8,2.26,94.2,"2026-03","Friday"
"PRD-00530",2026-03-21,"Pagi","Line-B","OP03","M-03","Bracket",387,373,4,21,42.7,1.07,96.4,"2026-03","Saturday"
"PRD-00531",2026-03-23,"Pagi","Line-B","OP02","M-03","Housing",359,357,5,21,47.1,1.4,99.4,"2026-03","Monday"
"PRD-00532",2026-03-24,"Pagi","Line-B","OP03","M-04","Shaft",327,341,7,14,54.8,2.05,104.3,"2026-03","Tuesday"
"PRD-00533",2026-03-25,"Pagi","Line-B","OP07","M-04","Bracket",443,408,13,13,45.4,3.19,92.1,"2026-03","Wednesday"
"PRD-00534",2026-03-26,"Pagi","Line-B","OP08","M-03","Bracket",428,429,4,30,40.2,0.93,100.2,"2026-03","Thursday"
"PRD-00535",2026-03-27,"Pagi","Line-B","OP07","M-03","Housing",381,361,8,1,43.8,2.22,94.8,"2026-03","Friday"
"PRD-00536",2026-03-28,"Pagi","Line-B","OP05","M-03","Housing",307,297,4,18,40.3,1.35,96.7,"2026-03","Saturday"
"PRD-00537",2026-03-30,"Pagi","Line-B","OP05","M-04","Housing",424,403,7,14,51.5,1.74,95,"2026-03","Monday"
"PRD-00538",2026-03-31,"Pagi","Line-B","OP03","M-04","Bracket",399,365,18,8,46.3,4.93,91.5,"2026-03","Tuesday"
"PRD-00539",2026-04-01,"Pagi","Line-B","OP01","M-03","Housing",334,307,0,18,47.6,0,91.9,"2026-04","Wednesday"
"PRD-00540",2026-04-02,"Pagi","Line-B","OP04","M-04","Housing",376,367,10,24,50.3,2.72,97.6,"2026-04","Thursday"
"PRD-00541",2026-04-03,"Pagi","Line-B","OP01","M-03","Bracket",406,392,3,21,46.6,0.77,96.6,"2026-04","Friday"
"PRD-00542",2026-04-04,"Pagi","Line-B","OP07","M-03","Housing",322,309,7,3,47.6,2.27,96,"2026-04","Saturday"
"PRD-00543",2026-04-06,"Pagi","Line-B","OP07","M-04","Housing",389,369,7,24,55.9,1.9,94.9,"2026-04","Monday"
"PRD-00544",2026-04-07,"Pagi","Line-B","OP01","M-03","Housing",351,337,5,4,44,1.48,96,"2026-04","Tuesday"
"PRD-00545",2026-04-08,"Pagi","Line-B","OP08","M-03","Shaft",265,240,2,7,56.8,0.83,90.6,"2026-04","Wednesday"
"PRD-00546",2026-04-09,"Pagi","Line-B","OP06","M-04","Shaft",346,360,11,21,49.6,3.06,104,"2026-04","Thursday"
"PRD-00547",2026-04-10,"Pagi","Line-B","OP02","M-04","Bracket",432,390,7,10,46.2,1.79,90.3,"2026-04","Friday"
"PRD-00548",2026-04-11,"Pagi","Line-B","OP01","M-04","Bracket",461,428,6,24,40.1,1.4,92.8,"2026-04","Saturday"
"PRD-00549",2026-04-13,"Pagi","Line-B","OP01","M-04","Housing",378,383,5,18,55.1,1.31,101.3,"2026-04","Monday"
"PRD-00550",2026-04-14,"Pagi","Line-B","OP02","M-03","Shaft",299,276,2,5,47.5,0.72,92.3,"2026-04","Tuesday"
"PRD-00551",2026-04-15,"Pagi","Line-B","OP06","M-04","Bracket",380,368,22,30,37.8,5.98,96.8,"2026-04","Wednesday"
"PRD-00552",2026-04-16,"Pagi","Line-B","OP03","M-03","Shaft",327,330,8,11,52.5,2.42,100.9,"2026-04","Thursday"
"PRD-00553",2026-04-17,"Pagi","Line-B","OP07","M-03","Shaft",312,260,4,13,51.4,1.54,83.3,"2026-04","Friday"
"PRD-00554",2026-04-18,"Pagi","Line-B","OP04","M-04","Housing",274,254,13,54,47.1,5.12,92.7,"2026-04","Saturday"
"PRD-00555",2026-04-20,"Pagi","Line-B","OP06","M-03","Bracket",382,378,12,6,40.2,3.17,99,"2026-04","Monday"
"PRD-00556",2026-04-21,"Pagi","Line-B","OP02","M-03","Housing",316,287,3,34,52.2,1.05,90.8,"2026-04","Tuesday"
"PRD-00557",2026-04-22,"Pagi","Line-B","OP01","M-04","Bracket",469,406,9,9,45.6,2.22,86.6,"2026-04","Wednesday"
"PRD-00558",2026-04-23,"Pagi","Line-B","OP01","M-04","Shaft",308,303,5,24,45.7,1.65,98.4,"2026-04","Thursday"
"PRD-00559",2026-04-24,"Pagi","Line-B","OP04","M-03","Housing",368,329,5,11,48.8,1.52,89.4,"2026-04","Friday"
"PRD-00560",2026-04-25,"Pagi","Line-B","OP06","M-04","Housing",305,264,13,9,48.9,4.92,86.6,"2026-04","Saturday"
"PRD-00561",2026-04-27,"Pagi","Line-B","OP07","M-04","Housing",370,367,11,59,32.7,3,99.2,"2026-04","Monday"
"PRD-00562",2026-04-28,"Pagi","Line-B","OP05","M-04","Bracket",464,450,7,96,41.5,1.56,97,"2026-04","Tuesday"
"PRD-00563",2026-04-29,"Pagi","Line-B","OP02","M-04","Shaft",340,312,9,9,48.5,2.88,91.8,"2026-04","Wednesday"
"PRD-00564",2026-04-30,"Pagi","Line-B","OP02","M-03","Housing",353,303,6,16,33.8,1.98,85.8,"2026-04","Thursday"
"PRD-00565",2026-05-01,"Pagi","Line-B","OP06","M-04","Shaft",320,299,9,21,54.8,3.01,93.4,"2026-05","Friday"
"PRD-00566",2026-05-02,"Pagi","Line-B","OP04","M-04","Bracket",444,428,10,23,50.1,2.34,96.4,"2026-05","Saturday"
"PRD-00567",2026-05-04,"Pagi","Line-B","OP06","M-03","Bracket",412,423,6,13,49.2,1.42,102.7,"2026-05","Monday"
"PRD-00568",2026-05-05,"Pagi","Line-B","OP06","M-03","Bracket",414,388,8,18,42.9,2.06,93.7,"2026-05","Tuesday"
"PRD-00569",2026-05-06,"Pagi","Line-B","OP07","M-03","Shaft",316,298,5,5,55.2,1.68,94.3,"2026-05","Wednesday"
"PRD-00570",2026-05-07,"Pagi","Line-B","OP01","M-04","Housing",336,340,9,16,37.9,2.65,101.2,"2026-05","Thursday"
"PRD-00571",2026-05-08,"Pagi","Line-B","OP04","M-04","Housing",361,348,10,10,43.8,2.87,96.4,"2026-05","Friday"
"PRD-00572",2026-05-09,"Pagi","Line-B","OP01","M-04","Housing",332,313,2,37,47.3,0.64,94.3,"2026-05","Saturday"
"PRD-00573",2026-05-11,"Pagi","Line-B","OP01","M-04","Shaft",279,253,3,20,49.5,1.19,90.7,"2026-05","Monday"
"PRD-00574",2026-05-12,"Pagi","Line-B","OP02","M-04","Housing",352,349,5,32,42.1,1.43,99.1,"2026-05","Tuesday"
"PRD-00575",2026-05-13,"Pagi","Line-B","OP08","M-04","Bracket",428,421,7,14,39,1.66,98.4,"2026-05","Wednesday"
"PRD-00576",2026-05-14,"Pagi","Line-B","OP05","M-03","Housing",370,331,6,23,39.7,1.81,89.5,"2026-05","Thursday"
"PRD-00577",2026-05-15,"Pagi","Line-B","OP01","M-04","Shaft",284,283,2,16,49.9,0.71,99.6,"2026-05","Friday"
"PRD-00578",2026-05-16,"Pagi","Line-B","OP01","M-03","Shaft",281,294,4,45,41,1.36,104.6,"2026-05","Saturday"
"PRD-00579",2026-05-18,"Pagi","Line-B","OP06","M-04","Shaft",298,276,8,46,50.1,2.9,92.6,"2026-05","Monday"
"PRD-00580",2026-05-19,"Pagi","Line-B","OP03","M-03","Housing",333,309,5,97,39.8,1.62,92.8,"2026-05","Tuesday"
"PRD-00581",2026-05-20,"Pagi","Line-B","OP06","M-03","Housing",340,306,9,27,43,2.94,90,"2026-05","Wednesday"
"PRD-00582",2026-05-21,"Pagi","Line-B","OP02","M-04","Bracket",424,394,13,24,47,3.3,92.9,"2026-05","Thursday"
"PRD-00583",2026-05-22,"Pagi","Line-B","OP03","M-04","Housing",354,354,8,17,37.2,2.26,100,"2026-05","Friday"
"PRD-00584",2026-05-23,"Pagi","Line-B","OP01","M-03","Shaft",296,307,5,77,50.9,1.63,103.7,"2026-05","Saturday"
"PRD-00585",2026-05-25,"Pagi","Line-B","OP03","M-03","Housing",385,389,8,27,38.3,2.06,101,"2026-05","Monday"
"PRD-00586",2026-05-26,"Pagi","Line-B","OP08","M-03","Bracket",411,350,4,15,41.6,1.14,85.2,"2026-05","Tuesday"
"PRD-00587",2026-05-27,"Pagi","Line-B","OP07","M-04","Bracket",431,436,8,22,47,1.83,101.2,"2026-05","Wednesday"
"PRD-00588",2026-05-28,"Pagi","Line-B","OP02","M-03","Shaft",301,289,8,42,54.6,2.77,96,"2026-05","Thursday"
"PRD-00589",2026-05-29,"Pagi","Line-B","OP05","M-04","Bracket",454,448,11,16,41.4,2.46,98.7,"2026-05","Friday"
"PRD-00590",2026-05-30,"Pagi","Line-B","OP04","M-04","Bracket",419,400,9,29,51.1,2.25,95.5,"2026-05","Saturday"
"PRD-00591",2026-06-01,"Pagi","Line-B","OP06","M-03","Bracket",374,324,12,9,57.2,3.7,86.6,"2026-06","Monday"
"PRD-00592",2026-06-02,"Pagi","Line-B","OP05","M-04","Bracket",463,449,8,14,50.3,1.78,97,"2026-06","Tuesday"
"PRD-00593",2026-06-03,"Pagi","Line-B","OP04","M-04","Housing",360,332,8,9,37.4,2.41,92.2,"2026-06","Wednesday"
"PRD-00594",2026-06-04,"Pagi","Line-B","OP01","M-03","Housing",341,321,0,4,41.2,0,94.1,"2026-06","Thursday"
"PRD-00595",2026-06-05,"Pagi","Line-B","OP01","M-04","Shaft",298,302,2,11,52.7,0.66,101.3,"2026-06","Friday"
"PRD-00596",2026-06-06,"Pagi","Line-B","OP06","M-03","Housing",362,356,12,61,48.7,3.37,98.3,"2026-06","Saturday"
