"ProductionID","Tanggal","Shift","Line","MachineID","OperatorID","Product","PlannedTime","RunTime","DowntimeMin","Output","Defect","IdealCycleSec","CycleTimeSec"
"PRD-00494",2026-08-03,"Sore","Line-B","M-03","OP05","Bracket",450,449,1,14321,288,1.8,1.88
"PRD-00495",2026-08-03,"Sore","Line-C","M-05","OP06","Housing",450,441,9,13068,562,2,2.02
"PRD-00496",2026-08-04,"Malam","Line-A","M-01","OP09","Housing",420,356,64,9027,342,2,2.37
"PRD-00497",2026-08-04,"Malam","Line-B","M-03","OP01","Housing",420,377,43,9585,477,2,2.36
"PRD-00498",2026-08-04,"Malam","Line-C","M-05","OP07","Shaft",420,411,9,9953,219,2.2,2.48
"PRD-00499",2026-08-04,"Pagi","Line-A","M-01","OP09","Bracket",450,449,1,13700,234,1.8,1.97
"PRD-00500",2026-08-04,"Pagi","Line-B","M-03","OP08","Shaft",450,440,10,11133,259,2.2,2.37
"PRD-00501",2026-08-04,"Pagi","Line-C","M-06","OP10","Bracket",450,438,12,13671,251,1.8,1.92
"PRD-00502",2026-08-04,"Sore","Line-A","M-02","OP10","Bracket",450,425,25,12912,204,1.8,1.97
"PRD-00503",2026-08-04,"Sore","Line-B","M-03","OP01","Bracket",450,416,34,12983,217,1.8,1.92
"PRD-00504",2026-08-04,"Sore","Line-C","M-05","OP01","Bracket",450,449,1,13503,268,1.8,2
"PRD-00505",2026-08-05,"Malam","Line-A","M-02","OP04","Bracket",420,409,11,10895,285,1.8,2.25
"PRD-00506",2026-08-05,"Malam","Line-B","M-04","OP06","Bracket",420,366,54,9757,494,1.8,2.25
"PRD-00507",2026-08-05,"Malam","Line-C","M-06","OP10","Bracket",420,412,8,11348,295,1.8,2.18
"PRD-00508",2026-08-05,"Pagi","Line-A","M-02","OP05","Bracket",450,389,61,11039,316,1.8,2.11
"PRD-00509",2026-08-05,"Pagi","Line-B","M-03","OP10","Housing",450,424,26,12094,185,2,2.1
"PRD-00510",2026-08-05,"Pagi","Line-C","M-05","OP04","Bracket",450,449,1,14475,224,1.8,1.86
"PRD-00511",2026-08-05,"Sore","Line-A","M-01","OP09","Bracket",450,428,22,13310,305,1.8,1.93
"PRD-00512",2026-08-05,"Sore","Line-B","M-04","OP07","Housing",450,435,15,11802,335,2,2.21
"PRD-00513",2026-08-05,"Sore","Line-C","M-06","OP10","Shaft",450,446,4,12071,183,2.2,2.22
"PRD-00514",2026-08-06,"Malam","Line-A","M-01","OP06","Bracket",420,401,19,11652,499,1.8,2.06
"PRD-00515",2026-08-06,"Malam","Line-B","M-03","OP09","Shaft",420,414,6,9241,258,2.2,2.69
"PRD-00516",2026-08-06,"Malam","Line-C","M-05","OP08","Housing",420,361,59,9251,345,2,2.34
"PRD-00517",2026-08-06,"Pagi","Line-A","M-02","OP03","Shaft",450,449,1,10688,313,2.2,2.52
"PRD-00518",2026-08-06,"Pagi","Line-B","M-04","OP06","Bracket",450,259,191,7568,231,1.8,2.05
"PRD-00519",2026-08-06,"Pagi","Line-C","M-05","OP06","Shaft",450,437,13,11253,352,2.2,2.33
"PRD-00520",2026-08-06,"Sore","Line-A","M-02","OP09","Bracket",450,424,26,12565,323,1.8,2.02
"PRD-00521",2026-08-06,"Sore","Line-B","M-04","OP01","Housing",450,446,4,12652,425,2,2.12
"PRD-00522",2026-08-06,"Sore","Line-C","M-05","OP01","Housing",450,450,0,13056,318,2,2.07
"PRD-00523",2026-08-07,"Malam","Line-A","M-02","OP09","Shaft",420,380,40,8178,476,2.2,2.79
"PRD-00524",2026-08-07,"Malam","Line-B","M-04","OP06","Bracket",420,361,59,9244,538,1.8,2.34
"PRD-00525",2026-08-07,"Malam","Line-C","M-05","OP03","Shaft",420,404,16,9653,344,2.2,2.51
"PRD-00526",2026-08-07,"Pagi","Line-A","M-01","OP07","Housing",450,439,11,12413,296,2,2.12
"PRD-00527",2026-08-07,"Pagi","Line-B","M-04","OP05","Housing",450,430,20,11429,339,2,2.26
"PRD-00528",2026-08-07,"Pagi","Line-C","M-06","OP04","Shaft",450,446,4,10859,196,2.2,2.46
"PRD-00529",2026-08-07,"Sore","Line-A","M-02","OP05","Bracket",450,393,57,11657,257,1.8,2.02
"PRD-00530",2026-08-07,"Sore","Line-B","M-03","OP10","Housing",450,435,15,12196,322,2,2.14
"PRD-00531",2026-08-07,"Sore","Line-C","M-05","OP09","Housing",450,444,6,12435,316,2,2.14
"PRD-00532",2026-08-08,"Malam","Line-A","M-02","OP04","Bracket",420,404,16,10686,300,1.8,2.27
"PRD-00533",2026-08-08,"Malam","Line-B","M-04","OP10","Bracket",420,413,7,10669,319,1.8,2.32
"PRD-00534",2026-08-08,"Malam","Line-C","M-05","OP06","Shaft",420,395,25,9287,390,2.2,2.55
"PRD-00535",2026-08-08,"Pagi","Line-A","M-01","OP02","Bracket",450,450,0,14708,310,1.8,1.84
"PRD-00536",2026-08-08,"Pagi","Line-B","M-04","OP02","Bracket",450,403,47,11454,234,1.8,2.11
"PRD-00537",2026-08-08,"Pagi","Line-C","M-05","OP09","Housing",450,441,9,12228,313,2,2.16
"PRD-00538",2026-08-08,"Sore","Line-A","M-02","OP07","Bracket",450,443,7,13092,278,1.8,2.03
"PRD-00539",2026-08-08,"Sore","Line-B","M-03","OP05","Bracket",450,408,42,13349,220,1.8,1.83
"PRD-00540",2026-08-08,"Sore","Line-C","M-06","OP02","Shaft",450,418,32,11213,204,2.2,2.24
"PRD-00541",2026-08-10,"Malam","Line-A","M-01","OP08","Bracket",420,407,13,11452,349,1.8,2.13
"PRD-00542",2026-08-10,"Malam","Line-B","M-03","OP05","Bracket",420,401,19,11419,280,1.8,2.11
"PRD-00543",2026-08-10,"Malam","Line-C","M-05","OP04","Bracket",420,411,9,11643,248,1.8,2.12
"PRD-00544",2026-08-10,"Pagi","Line-A","M-02","OP01","Housing",450,444,6,12222,292,2,2.18
"PRD-00545",2026-08-10,"Pagi","Line-B","M-04","OP04","Shaft",450,406,44,9725,185,2.2,2.5
"PRD-00546",2026-08-10,"Pagi","Line-C","M-06","OP01","Housing",450,422,28,11487,292,2,2.2
"PRD-00547",2026-08-10,"Sore","Line-A","M-02","OP10","Bracket",450,408,42,12710,292,1.8,1.93
"PRD-00548",2026-08-10,"Sore","Line-B","M-04","OP03","Housing",450,449,1,11223,589,2,2.4
"PRD-00549",2026-08-10,"Sore","Line-C","M-05","OP08","Housing",450,415,35,11804,265,2,2.11
"PRD-00550",2026-08-11,"Malam","Line-A","M-01","OP01","Shaft",420,413,7,9355,244,2.2,2.65
"PRD-00551",2026-08-11,"Malam","Line-B","M-04","OP02","Bracket",420,382,38,10132,528,1.8,2.26
"PRD-00552",2026-08-11,"Malam","Line-C","M-05","OP10","Bracket",420,410,10,11348,306,1.8,2.17
"PRD-00553",2026-08-11,"Pagi","Line-A","M-01","OP06","Bracket",450,445,5,14149,422,1.8,1.89
"PRD-00554",2026-08-11,"Pagi","Line-B","M-04","OP01","Shaft",450,446,4,10079,239,2.2,2.66
"PRD-00555",2026-08-11,"Pagi","Line-C","M-05","OP01","Housing",450,430,20,12727,233,2,2.03
"PRD-00556",2026-08-11,"Sore","Line-A","M-01","OP09","Housing",450,444,6,13009,269,2,2.05
"PRD-00557",2026-08-11,"Sore","Line-B","M-03","OP02","Bracket",450,425,25,12725,204,1.8,2
"PRD-00558",2026-08-11,"Sore","Line-C","M-05","OP05","Shaft",450,449,1,11664,211,2.2,2.31
"PRD-00559",2026-08-12,"Malam","Line-A","M-02","OP02","Housing",420,324,96,7706,365,2,2.52
"PRD-00560",2026-08-12,"Malam","Line-B","M-03","OP09","Shaft",420,371,49,8378,239,2.2,2.66
"PRD-00561",2026-08-12,"Malam","Line-C","M-05","OP05","Housing",420,411,9,9848,279,2,2.5
"PRD-00562",2026-08-12,"Pagi","Line-A","M-02","OP09","Housing",450,432,18,11745,425,2,2.21
"PRD-00563",2026-08-12,"Pagi","Line-B","M-04","OP08","Shaft",450,437,13,10992,240,2.2,2.39
"PRD-00564",2026-08-12,"Pagi","Line-C","M-05","OP06","Shaft",450,448,2,11554,231,2.2,2.33
"PRD-00565",2026-08-12,"Sore","Line-A","M-02","OP05","Bracket",450,439,11,13637,266,1.8,1.93
"PRD-00566",2026-08-12,"Sore","Line-B","M-03","OP04","Bracket",450,449,1,13890,293,1.8,1.94
"PRD-00567",2026-08-12,"Sore","Line-C","M-06","OP04","Housing",450,449,1,12638,188,2,2.13
"PRD-00568",2026-08-13,"Malam","Line-A","M-01","OP08","Shaft",420,374,46,9038,250,2.2,2.48
"PRD-00569",2026-08-13,"Malam","Line-B","M-03","OP09","Housing",420,394,26,10527,320,2,2.25
"PRD-00570",2026-08-13,"Malam","Line-C","M-05","OP01","Bracket",420,406,14,11945,304,1.8,2.04
"PRD-00571",2026-08-13,"Pagi","Line-A","M-02","OP01","Shaft",450,376,74,8817,148,2.2,2.56
"PRD-00572",2026-08-13,"Pagi","Line-B","M-03","OP08","Housing",450,442,8,12692,320,2,2.09
"PRD-00573",2026-08-13,"Pagi","Line-C","M-05","OP10","Housing",450,447,3,13158,230,2,2.04
"PRD-00574",2026-08-13,"Sore","Line-A","M-02","OP09","Housing",450,423,27,11032,406,2,2.3
"PRD-00575",2026-08-13,"Sore","Line-B","M-03","OP06","Housing",450,443,7,12653,427,2,2.1
"PRD-00576",2026-08-13,"Sore","Line-C","M-06","OP09","Shaft",450,446,4,12765,287,2.2,2.1
"PRD-00577",2026-08-14,"Malam","Line-A","M-01","OP05","Housing",420,412,8,11087,360,2,2.23
"PRD-00578",2026-08-14,"Malam","Line-B","M-03","OP09","Shaft",420,400,20,9561,361,2.2,2.51
"PRD-00579",2026-08-14,"Malam","Line-C","M-06","OP04","Housing",420,329,91,9056,201,2,2.18
"PRD-00580",2026-08-14,"Pagi","Line-A","M-01","OP05","Housing",450,442,8,12907,262,2,2.05
"PRD-00581",2026-08-14,"Pagi","Line-B","M-04","OP01","Bracket",450,427,23,13073,432,1.8,1.96
"PRD-00582",2026-08-14,"Pagi","Line-C","M-05","OP10","Housing",450,438,12,12293,194,2,2.14
"PRD-00583",2026-08-14,"Sore","Line-A","M-01","OP09","Shaft",450,437,13,11193,188,2.2,2.34
"PRD-00584",2026-08-14,"Sore","Line-B","M-03","OP07","Housing",450,448,2,12518,261,2,2.15
"PRD-00585",2026-08-14,"Sore","Line-C","M-06","OP03","Bracket",450,440,10,13569,249,1.8,1.95
"PRD-00586",2026-08-15,"Malam","Line-A","M-01","OP10","Housing",420,374,46,9463,380,2,2.37
"PRD-00587",2026-08-15,"Malam","Line-B","M-03","OP10","Housing",420,407,13,10797,253,2,2.26
"PRD-00588",2026-08-15,"Malam","Line-C","M-05","OP09","Shaft",420,393,27,9092,199,2.2,2.59
"PRD-00589",2026-08-15,"Pagi","Line-A","M-01","OP05","Housing",450,445,5,12341,211,2,2.16
"PRD-00590",2026-08-15,"Pagi","Line-B","M-04","OP03","Bracket",450,368,82,10836,259,1.8,2.04
"PRD-00591",2026-08-15,"Pagi","Line-C","M-06","OP05","Bracket",450,435,15,13931,239,1.8,1.87
"PRD-00592",2026-08-15,"Sore","Line-A","M-02","OP06","Bracket",450,443,7,12931,548,1.8,2.06
"PRD-00593",2026-08-15,"Sore","Line-B","M-03","OP01","Housing",450,447,3,13222,487,2,2.03
"PRD-00594",2026-08-15,"Sore","Line-C","M-05","OP09","Bracket",450,423,27,13921,249,1.8,1.82
"PRD-00595",2026-08-17,"Malam","Line-A","M-01","OP09","Shaft",420,372,48,8651,350,2.2,2.58
"PRD-00596",2026-08-17,"Malam","Line-B","M-04","OP09","Bracket",420,380,40,10067,537,1.8,2.26
"PRD-00597",2026-08-17,"Malam","Line-C","M-06","OP08","Shaft",420,413,7,9631,363,2.2,2.57
"PRD-00598",2026-08-17,"Pagi","Line-A","M-01","OP06","Shaft",450,449,1,11925,267,2.2,2.26
"PRD-00599",2026-08-17,"Pagi","Line-B","M-03","OP10","Housing",450,427,23,12475,256,2,2.05
"PRD-00600",2026-08-17,"Pagi","Line-C","M-06","OP09","Shaft",450,432,18,11218,217,2.2,2.31
"PRD-00601",2026-08-17,"Sore","Line-A","M-02","OP05","Shaft",450,434,16,10787,319,2.2,2.41
"PRD-00602",2026-08-17,"Sore","Line-B","M-04","OP09","Bracket",450,431,19,12986,306,1.8,1.99
"PRD-00603",2026-08-17,"Sore","Line-C","M-06","OP07","Housing",450,448,2,12767,250,2,2.11
"PRD-00604",2026-08-18,"Malam","Line-A","M-02","OP04","Housing",420,387,33,9400,341,2,2.47
"PRD-00605",2026-08-18,"Malam","Line-B","M-03","OP09","Bracket",420,373,47,10782,303,1.8,2.08
"PRD-00606",2026-08-18,"Malam","Line-C","M-05","OP09","Bracket",420,405,15,11402,335,1.8,2.13
"PRD-00607",2026-08-18,"Pagi","Line-A","M-02","OP06","Bracket",450,386,64,11325,395,1.8,2.05
"PRD-00608",2026-08-18,"Pagi","Line-B","M-04","OP07","Housing",450,429,21,11868,423,2,2.17
"PRD-00609",2026-08-18,"Pagi","Line-C","M-05","OP02","Housing",450,446,4,12241,236,2,2.19
"PRD-00610",2026-08-18,"Sore","Line-A","M-02","OP02","Shaft",450,425,25,10692,328,2.2,2.38
"PRD-00611",2026-08-18,"Sore","Line-B","M-04","OP04","Housing",450,437,13,11879,284,2,2.21
"PRD-00612",2026-08-18,"Sore","Line-C","M-05","OP07","Housing",450,440,10,12576,232,2,2.1
"PRD-00613",2026-08-19,"Malam","Line-A","M-02","OP10","Shaft",420,386,34,8099,290,2.2,2.86
"PRD-00614",2026-08-19,"Malam","Line-B","M-04","OP07","Housing",420,367,53,9143,380,2,2.41
"PRD-00615",2026-08-19,"Malam","Line-C","M-06","OP06","Bracket",420,365,55,10588,392,1.8,2.07
"PRD-00616",2026-08-19,"Pagi","Line-A","M-01","OP08","Housing",450,448,2,13193,207,2,2.04
"PRD-00617",2026-08-19,"Pagi","Line-B","M-04","OP07","Bracket",450,438,12,13210,323,1.8,1.99
"PRD-00618",2026-08-19,"Pagi","Line-C","M-06","OP02","Housing",450,443,7,12442,360,2,2.14
"PRD-00619",2026-08-19,"Sore","Line-A","M-01","OP03","Bracket",450,449,1,14171,293,1.8,1.9
"PRD-00620",2026-08-19,"Sore","Line-B","M-03","OP01","Bracket",450,439,11,14152,330,1.8,1.86
"PRD-00621",2026-08-19,"Sore","Line-C","M-05","OP06","Bracket",450,438,12,14044,397,1.8,1.87
"PRD-00622",2026-08-20,"Malam","Line-A","M-02","OP08","Bracket",420,384,36,10687,451,1.8,2.16
"PRD-00623",2026-08-20,"Malam","Line-B","M-04","OP09","Bracket",420,364,56,9824,601,1.8,2.22
"PRD-00624",2026-08-20,"Malam","Line-C","M-06","OP04","Housing",420,400,20,10281,336,2,2.33
"PRD-00625",2026-08-20,"Pagi","Line-A","M-01","OP06","Bracket",450,446,4,14475,401,1.8,1.85
"PRD-00626",2026-08-20,"Pagi","Line-B","M-03","OP07","Housing",450,438,12,12921,289,2,2.03
"PRD-00627",2026-08-20,"Pagi","Line-C","M-06","OP10","Housing",450,448,2,13172,396,2,2.04
"PRD-00628",2026-08-20,"Sore","Line-A","M-02","OP08","Housing",450,414,36,10951,394,2,2.27
"PRD-00629",2026-08-20,"Sore","Line-B","M-04","OP05","Housing",450,440,10,11632,190,2,2.27
"PRD-00630",2026-08-20,"Sore","Line-C","M-05","OP06","Shaft",450,444,6,11565,252,2.2,2.3
"PRD-00631",2026-08-21,"Malam","Line-A","M-02","OP09","Bracket",420,374,46,10180,393,1.8,2.2
"PRD-00632",2026-08-21,"Malam","Line-B","M-04","OP06","Bracket",420,366,54,9711,411,1.8,2.26
"PRD-00633",2026-08-21,"Malam","Line-C","M-06","OP07","Bracket",420,394,26,11373,295,1.8,2.08
"PRD-00634",2026-08-21,"Pagi","Line-A","M-01","OP02","Housing",450,445,5,12806,517,2,2.08
"PRD-00635",2026-08-21,"Pagi","Line-B","M-04","OP09","Bracket",450,429,21,12770,267,1.8,2.02
"PRD-00636",2026-08-21,"Pagi","Line-C","M-06","OP07","Shaft",450,448,2,11619,238,2.2,2.31
"PRD-00637",2026-08-21,"Sore","Line-A","M-02","OP09","Bracket",450,403,47,11810,317,1.8,2.05
"PRD-00638",2026-08-21,"Sore","Line-B","M-04","OP07","Bracket",450,336,114,10349,336,1.8,1.95
"PRD-00639",2026-08-21,"Sore","Line-C","M-06","OP03","Bracket",450,422,28,13619,380,1.8,1.86
"PRD-00640",2026-08-22,"Malam","Line-A","M-02","OP09","Housing",420,394,26,9219,355,2,2.56
"PRD-00641",2026-08-22,"Malam","Line-B","M-03","OP09","Housing",420,410,10,10330,450,2,2.38
"PRD-00642",2026-08-22,"Malam","Line-C","M-06","OP02","Bracket",420,406,14,11758,302,1.8,2.07
"PRD-00643",2026-08-22,"Pagi","Line-A","M-01","OP03","Shaft",450,448,2,11376,279,2.2,2.36
"PRD-00644",2026-08-22,"Pagi","Line-B","M-03","OP01","Bracket",450,438,12,14504,322,1.8,1.81
"PRD-00645",2026-08-22,"Pagi","Line-C","M-05","OP06","Shaft",450,435,15,11387,285,2.2,2.29
"PRD-00646",2026-08-22,"Sore","Line-A","M-01","OP07","Bracket",450,429,21,14177,283,1.8,1.82
"PRD-00647",2026-08-22,"Sore","Line-B","M-03","OP10","Bracket",450,441,9,14423,291,1.8,1.83
"PRD-00648",2026-08-22,"Sore","Line-C","M-05","OP04","Bracket",450,447,3,14955,159,1.8,1.79
"PRD-00649",2026-08-24,"Malam","Line-A","M-01","OP04","Housing",420,408,12,10049,216,2,2.44
"PRD-00650",2026-08-24,"Malam","Line-B","M-03","OP09","Housing",420,400,20,10176,351,2,2.36
"PRD-00651",2026-08-24,"Malam","Line-C","M-06","OP04","Bracket",420,414,6,11960,222,1.8,2.08
"PRD-00652",2026-08-24,"Pagi","Line-A","M-02","OP08","Housing",450,448,2,12366,456,2,2.17
"PRD-00653",2026-08-24,"Pagi","Line-B","M-04","OP05","Shaft",450,442,8,11441,344,2.2,2.32
"PRD-00654",2026-08-24,"Pagi","Line-C","M-06","OP04","Shaft",450,447,3,11520,184,2.2,2.33
"PRD-00655",2026-08-24,"Sore","Line-A","M-02","OP09","Shaft",450,423,27,10300,266,2.2,2.46
"PRD-00656",2026-08-24,"Sore","Line-B","M-03","OP08","Bracket",450,446,4,14449,284,1.8,1.85
"PRD-00657",2026-08-24,"Sore","Line-C","M-05","OP10","Shaft",450,446,4,11621,170,2.2,2.3
"PRD-00658",2026-08-25,"Malam","Line-A","M-02","OP06","Bracket",420,361,59,9728,512,1.8,2.23
"PRD-00659",2026-08-25,"Malam","Line-B","M-03","OP04","Shaft",420,386,34,8563,189,2.2,2.7
"PRD-00660",2026-08-25,"Malam","Line-C","M-06","OP09","Shaft",420,398,22,8905,340,2.2,2.68
"PRD-00661",2026-08-25,"Pagi","Line-A","M-01","OP08","Shaft",450,441,9,11715,217,2.2,2.26
"PRD-00662",2026-08-25,"Pagi","Line-B","M-03","OP08","Shaft",450,443,7,11718,171,2.2,2.27
"PRD-00663",2026-08-25,"Pagi","Line-C","M-05","OP01","Bracket",450,441,9,13671,277,1.8,1.94
"PRD-00664",2026-08-25,"Sore","Line-A","M-02","OP09","Housing",450,414,36,10826,323,2,2.29
"PRD-00665",2026-08-25,"Sore","Line-B","M-04","OP09","Shaft",450,445,5,11168,239,2.2,2.39
"PRD-00666",2026-08-25,"Sore","Line-C","M-05","OP02","Shaft",450,444,6,10965,329,2.2,2.43
"PRD-00667",2026-08-26,"Malam","Line-A","M-01","OP03","Housing",420,402,18,10626,401,2,2.27
"PRD-00668",2026-08-26,"Malam","Line-B","M-03","OP09","Bracket",420,381,39,10680,270,1.8,2.14
"PRD-00669",2026-08-26,"Malam","Line-C","M-06","OP07","Housing",420,385,35,9716,287,2,2.38
"PRD-00670",2026-08-26,"Pagi","Line-A","M-02","OP06","Bracket",450,449,1,12849,311,1.8,2.1
"PRD-00671",2026-08-26,"Pagi","Line-B","M-03","OP08","Shaft",450,436,14,11210,225,2.2,2.33
"PRD-00672",2026-08-26,"Pagi","Line-C","M-06","OP03","Bracket",450,448,2,13873,233,1.8,1.94
"PRD-00673",2026-08-26,"Sore","Line-A","M-01","OP10","Housing",450,440,10,12516,234,2,2.11
"PRD-00674",2026-08-26,"Sore","Line-B","M-03","OP04","Bracket",450,445,5,14858,171,1.8,1.8
"PRD-00675",2026-08-26,"Sore","Line-C","M-05","OP02","Shaft",450,440,10,11352,228,2.2,2.33
"PRD-00676",2026-08-27,"Malam","Line-A","M-02","OP09","Bracket",420,373,47,9767,494,1.8,2.29
"PRD-00677",2026-08-27,"Malam","Line-B","M-03","OP03","Housing",420,398,22,9677,503,2,2.47
"PRD-00678",2026-08-27,"Malam","Line-C","M-05","OP08","Bracket",420,412,8,11645,395,1.8,2.12
"PRD-00679",2026-08-27,"Pagi","Line-A","M-01","OP04","Bracket",450,445,5,14706,249,1.8,1.82
"PRD-00680",2026-08-27,"Pagi","Line-B","M-03","OP10","Housing",450,445,5,12574,237,2,2.12
"PRD-00681",2026-08-27,"Pagi","Line-C","M-06","OP09","Housing",450,441,9,12342,362,2,2.14
"PRD-00682",2026-08-27,"Sore","Line-A","M-01","OP06","Housing",450,444,6,12282,312,2,2.17
"PRD-00683",2026-08-27,"Sore","Line-B","M-03","OP04","Housing",450,436,14,12270,189,2,2.13
"PRD-00684",2026-08-27,"Sore","Line-C","M-05","OP04","Housing",450,434,16,11503,194,2,2.26
"PRD-00685",2026-08-28,"Malam","Line-A","M-02","OP04","Bracket",420,380,40,10299,350,1.8,2.21
"PRD-00686",2026-08-28,"Malam","Line-B","M-03","OP06","Housing",420,402,18,9884,467,2,2.44
"PRD-00687",2026-08-28,"Malam","Line-C","M-05","OP01","Bracket",420,390,30,11006,299,1.8,2.13
"PRD-00688",2026-08-28,"Pagi","Line-A","M-01","OP04","Housing",450,449,1,12940,295,2,2.08
"PRD-00689",2026-08-28,"Pagi","Line-B","M-04","OP04","Housing",450,419,31,11050,298,2,2.28
"PRD-00690",2026-08-28,"Pagi","Line-C","M-06","OP10","Bracket",450,447,3,13971,192,1.8,1.92
"PRD-00691",2026-08-28,"Sore","Line-A","M-02","OP09","Housing",450,449,1,11332,391,2,2.38
"PRD-00692",2026-08-28,"Sore","Line-B","M-04","OP08","Bracket",450,433,17,12676,576,1.8,2.05
"PRD-00693",2026-08-28,"Sore","Line-C","M-06","OP05","Housing",450,436,14,13145,359,2,1.99
"PRD-00694",2026-08-29,"Malam","Line-A","M-02","OP02","Housing",420,403,17,9392,368,2,2.57
"PRD-00695",2026-08-29,"Malam","Line-B","M-03","OP03","Housing",420,413,7,10028,406,2,2.47
"PRD-00696",2026-08-29,"Malam","Line-C","M-05","OP06","Bracket",420,414,6,11719,475,1.8,2.12
"PRD-00697",2026-08-29,"Pagi","Line-A","M-02","OP04","Housing",450,436,14,11636,329,2,2.25
"PRD-00698",2026-08-29,"Pagi","Line-B","M-04","OP04","Housing",450,431,19,11930,283,2,2.17
"PRD-00699",2026-08-29,"Pagi","Line-C","M-06","OP03","Housing",450,423,27,12534,401,2,2.02
"PRD-00700",2026-08-29,"Sore","Line-A","M-02","OP09","Housing",450,397,53,10464,303,2,2.28
"PRD-00701",2026-08-29,"Sore","Line-B","M-03","OP02","Bracket",450,445,5,14081,239,1.8,1.9
"PRD-00702",2026-08-29,"Sore","Line-C","M-06","OP06","Shaft",450,428,22,11142,187,2.2,2.3
"PRD-00703",2026-08-31,"Malam","Line-A","M-01","OP10","Shaft",420,394,26,8731,233,2.2,2.71
"PRD-00704",2026-08-31,"Malam","Line-B","M-03","OP09","Housing",420,413,7,11030,481,2,2.25
"PRD-00705",2026-08-31,"Malam","Line-C","M-06","OP04","Bracket",420,397,23,11573,245,1.8,2.06
"PRD-00706",2026-08-31,"Pagi","Line-A","M-01","OP06","Bracket",450,440,10,13687,363,1.8,1.93
"PRD-00707",2026-08-31,"Pagi","Line-B","M-03","OP10","Bracket",450,429,21,14132,241,1.8,1.82
"PRD-00708",2026-08-31,"Pagi","Line-C","M-06","OP03","Bracket",450,436,14,14042,423,1.8,1.86
"PRD-00709",2026-08-31,"Sore","Line-A","M-02","OP07","Housing",450,424,26,11899,299,2,2.14
"PRD-00710",2026-08-31,"Sore","Line-B","M-04","OP05","Bracket",450,445,5,13691,273,1.8,1.95
"PRD-00711",2026-08-31,"Sore","Line-C","M-06","OP04","Housing",450,430,20,12081,210,2,2.14
