"Tanggal","Mesin","Shift","Breakdown","Penyebab","WaktuPerbaikanMenit","DowntimeTerencana","DowntimeMenit","UnitsProduced"
2025-10-08,"M-05","Siang",0,"Preventive OK",0,0,0,399
2025-10-08,"M-06","Malam",0,"Preventive OK",0,0,0,408
2025-10-08,"M-06","Pagi",0,"Preventive OK",0,0,0,410
2025-10-08,"M-06","Siang",0,"Preventive OK",0,0,0,405
2025-10-09,"M-01","Malam",0,"Preventive OK",0,0,0,862
2025-10-09,"M-01","Pagi",0,"Preventive OK",0,0,0,879
2025-10-09,"M-01","Siang",0,"Preventive OK",0,0,0,944
2025-10-09,"M-02","Malam",0,"Preventive OK",0,0,0,764
2025-10-09,"M-02","Pagi",0,"Preventive OK",0,0,0,900
2025-10-09,"M-02","Siang",0,"Preventive OK",0,0,0,706
2025-10-09,"M-03","Malam",0,"Preventive OK",0,0,0,813
2025-10-09,"M-03","Pagi",0,"Preventive OK",0,0,0,667
2025-10-09,"M-03","Siang",0,"Preventive OK",0,0,0,914
2025-10-09,"M-04","Malam",0,"Preventive OK",0,0,0,806
2025-10-09,"M-04","Pagi",1,"Tool Wear",28,0,28,821
2025-10-09,"M-04","Siang",0,"Preventive OK",0,0,0,857
2025-10-09,"M-05","Malam",0,"Preventive OK",0,0,0,380
2025-10-09,"M-05","Pagi",0,"Preventive OK",0,0,0,431
2025-10-09,"M-05","Siang",0,"Preventive OK",0,0,0,434
2025-10-09,"M-06","Malam",0,"Preventive OK",0,0,0,382
2025-10-09,"M-06","Pagi",0,"Preventive OK",0,0,0,429
2025-10-09,"M-06","Siang",0,"Preventive OK",0,0,0,436
2025-10-10,"M-01","Malam",0,"Preventive OK",0,0,0,887
2025-10-10,"M-01","Pagi",0,"Preventive OK",0,0,0,800
2025-10-10,"M-01","Siang",0,"Preventive OK",0,0,0,856
2025-10-10,"M-02","Malam",1,"Bearing Failure",25,0,25,850
2025-10-10,"M-02","Pagi",0,"Preventive OK",0,0,0,738
2025-10-10,"M-02","Siang",0,"Preventive OK",0,0,0,778
2025-10-10,"M-03","Malam",0,"Preventive OK",0,0,0,860
2025-10-10,"M-03","Pagi",0,"Preventive OK",0,0,0,837
2025-10-10,"M-03","Siang",0,"Preventive OK",0,0,0,823
2025-10-10,"M-04","Malam",0,"Preventive OK",0,0,0,799
2025-10-10,"M-04","Pagi",0,"Preventive OK",0,0,0,774
2025-10-10,"M-04","Siang",1,"Bearing Failure",30,0,30,739
2025-10-10,"M-05","Malam",0,"Preventive OK",0,0,0,370
2025-10-10,"M-05","Pagi",0,"Preventive OK",0,0,0,426
2025-10-10,"M-05","Siang",0,"Preventive OK",0,0,0,394
2025-10-10,"M-06","Malam",0,"Preventive OK",0,0,0,398
2025-10-10,"M-06","Pagi",0,"Preventive OK",0,0,0,395
2025-10-10,"M-06","Siang",0,"Preventive OK",0,0,0,423
2025-10-11,"M-01","Malam",0,"Preventive OK",0,0,0,812
2025-10-11,"M-01","Pagi",0,"Preventive OK",0,0,0,769
2025-10-11,"M-01","Siang",0,"Preventive OK",0,0,0,750
2025-10-11,"M-02","Malam",0,"Preventive OK",0,0,0,847
2025-10-11,"M-02","Pagi",0,"Preventive OK",0,0,0,895
2025-10-11,"M-02","Siang",0,"Preventive OK",0,0,0,805
2025-10-11,"M-03","Malam",0,"Preventive OK",0,0,0,862
2025-10-11,"M-03","Pagi",0,"Preventive OK",0,0,0,799
2025-10-11,"M-03","Siang",0,"Preventive OK",0,0,0,796
2025-10-11,"M-04","Malam",0,"Preventive OK",0,0,0,844
2025-10-11,"M-04","Pagi",1,"Tool Wear",29,0,29,776
2025-10-11,"M-04","Siang",0,"Preventive OK",0,0,0,760
2025-10-11,"M-05","Malam",0,"Preventive OK",0,0,0,376
2025-10-11,"M-05","Pagi",0,"Preventive OK",0,0,0,368
2025-10-11,"M-05","Siang",0,"Preventive OK",0,0,0,410
2025-10-11,"M-06","Malam",0,"Preventive OK",0,0,0,374
2025-10-11,"M-06","Pagi",0,"Preventive OK",0,0,0,422
2025-10-11,"M-06","Siang",0,"Preventive OK",0,0,0,423
2025-10-13,"M-01","Malam",0,"Preventive OK",0,30,30,747
2025-10-13,"M-01","Pagi",0,"Preventive OK",0,30,30,833
2025-10-13,"M-01","Siang",0,"Preventive OK",0,30,30,769
2025-10-13,"M-02","Malam",1,"Kelistrikan",34,30,64,687
2025-10-13,"M-02","Pagi",0,"Preventive OK",0,30,30,955
2025-10-13,"M-02","Siang",0,"Preventive OK",0,30,30,833
2025-10-13,"M-03","Malam",0,"Preventive OK",0,30,30,844
2025-10-13,"M-03","Pagi",0,"Preventive OK",0,30,30,759
2025-10-13,"M-03","Siang",0,"Preventive OK",0,30,30,710
2025-10-13,"M-04","Malam",0,"Preventive OK",0,30,30,767
2025-10-13,"M-04","Pagi",0,"Preventive OK",0,30,30,824
2025-10-13,"M-04","Siang",1,"Bearing Failure",28,30,58,804
2025-10-13,"M-05","Malam",0,"Preventive OK",0,30,30,455
2025-10-13,"M-05","Pagi",0,"Preventive OK",0,30,30,408
2025-10-13,"M-05","Siang",0,"Preventive OK",0,30,30,388
2025-10-13,"M-06","Malam",0,"Preventive OK",0,30,30,410
2025-10-13,"M-06","Pagi",0,"Preventive OK",0,30,30,383
2025-10-13,"M-06","Siang",0,"Preventive OK",0,30,30,432
2025-10-14,"M-01","Malam",0,"Preventive OK",0,0,0,851
2025-10-14,"M-01","Pagi",0,"Preventive OK",0,0,0,866
2025-10-14,"M-01","Siang",0,"Preventive OK",0,0,0,853
2025-10-14,"M-02","Malam",0,"Preventive OK",0,0,0,814
2025-10-14,"M-02","Pagi",0,"Preventive OK",0,0,0,835
2025-10-14,"M-02","Siang",0,"Preventive OK",0,0,0,877
2025-10-14,"M-03","Malam",0,"Preventive OK",0,0,0,806
2025-10-14,"M-03","Pagi",0,"Preventive OK",0,0,0,718
2025-10-14,"M-03","Siang",0,"Preventive OK",0,0,0,846
2025-10-14,"M-04","Malam",0,"Preventive OK",0,0,0,829
2025-10-14,"M-04","Pagi",0,"Preventive OK",0,0,0,821
2025-10-14,"M-04","Siang",0,"Preventive OK",0,0,0,708
2025-10-14,"M-05","Malam",0,"Preventive OK",0,0,0,384
2025-10-14,"M-05","Pagi",0,"Preventive OK",0,0,0,354
2025-10-14,"M-05","Siang",0,"Preventive OK",0,0,0,375
2025-10-14,"M-06","Malam",0,"Preventive OK",0,0,0,419
2025-10-14,"M-06","Pagi",0,"Preventive OK",0,0,0,437
2025-10-14,"M-06","Siang",0,"Preventive OK",0,0,0,443
2025-10-15,"M-01","Malam",0,"Preventive OK",0,0,0,807
2025-10-15,"M-01","Pagi",0,"Preventive OK",0,0,0,765
2025-10-15,"M-01","Siang",0,"Preventive OK",0,0,0,830
2025-10-15,"M-02","Malam",0,"Preventive OK",0,0,0,860
2025-10-15,"M-02","Pagi",0,"Preventive OK",0,0,0,790
2025-10-15,"M-02","Siang",0,"Preventive OK",0,0,0,910
2025-10-15,"M-03","Malam",0,"Preventive OK",0,0,0,792
2025-10-15,"M-03","Pagi",0,"Preventive OK",0,0,0,887
2025-10-15,"M-03","Siang",0,"Preventive OK",0,0,0,842
2025-10-15,"M-04","Malam",0,"Preventive OK",0,0,0,786
2025-10-15,"M-04","Pagi",0,"Preventive OK",0,0,0,821
2025-10-15,"M-04","Siang",0,"Preventive OK",0,0,0,860
2025-10-15,"M-05","Malam",0,"Preventive OK",0,0,0,432
2025-10-15,"M-05","Pagi",0,"Preventive OK",0,0,0,458
2025-10-15,"M-05","Siang",0,"Preventive OK",0,0,0,393
2025-10-15,"M-06","Malam",0,"Preventive OK",0,0,0,402
2025-10-15,"M-06","Pagi",0,"Preventive OK",0,0,0,392
2025-10-15,"M-06","Siang",0,"Preventive OK",0,0,0,436
2025-10-16,"M-01","Malam",0,"Preventive OK",0,0,0,861
2025-10-16,"M-01","Pagi",0,"Preventive OK",0,0,0,846
2025-10-16,"M-01","Siang",0,"Preventive OK",0,0,0,763
2025-10-16,"M-02","Malam",0,"Preventive OK",0,0,0,810
2025-10-16,"M-02","Pagi",0,"Preventive OK",0,0,0,881
2025-10-16,"M-02","Siang",0,"Preventive OK",0,0,0,901
2025-10-16,"M-03","Malam",1,"Tool Wear",40,0,40,761
2025-10-16,"M-03","Pagi",0,"Preventive OK",0,0,0,830
2025-10-16,"M-03","Siang",0,"Preventive OK",0,0,0,716
2025-10-16,"M-04","Malam",0,"Preventive OK",0,0,0,876
2025-10-16,"M-04","Pagi",0,"Preventive OK",0,0,0,826
2025-10-16,"M-04","Siang",0,"Preventive OK",0,0,0,773
2025-10-16,"M-05","Malam",0,"Preventive OK",0,0,0,427
2025-10-16,"M-05","Pagi",0,"Preventive OK",0,0,0,382
2025-10-16,"M-05","Siang",0,"Preventive OK",0,0,0,449
2025-10-16,"M-06","Malam",0,"Preventive OK",0,0,0,459
2025-10-16,"M-06","Pagi",0,"Preventive OK",0,0,0,422
2025-10-16,"M-06","Siang",0,"Preventive OK",0,0,0,434
2025-10-17,"M-01","Malam",0,"Preventive OK",0,0,0,795
2025-10-17,"M-01","Pagi",0,"Preventive OK",0,0,0,873
2025-10-17,"M-01","Siang",0,"Preventive OK",0,0,0,742
2025-10-17,"M-02","Malam",0,"Preventive OK",0,0,0,743
2025-10-17,"M-02","Pagi",0,"Preventive OK",0,0,0,893
2025-10-17,"M-02","Siang",0,"Preventive OK",0,0,0,843
2025-10-17,"M-03","Malam",0,"Preventive OK",0,0,0,867
2025-10-17,"M-03","Pagi",0,"Preventive OK",0,0,0,755
2025-10-17,"M-03","Siang",0,"Preventive OK",0,0,0,748
2025-10-17,"M-04","Malam",0,"Preventive OK",0,0,0,749
2025-10-17,"M-04","Pagi",0,"Preventive OK",0,0,0,770
2025-10-17,"M-04","Siang",0,"Preventive OK",0,0,0,738
2025-10-17,"M-05","Malam",0,"Preventive OK",0,0,0,342
2025-10-17,"M-05","Pagi",0,"Preventive OK",0,0,0,390
2025-10-17,"M-05","Siang",0,"Preventive OK",0,0,0,401
2025-10-17,"M-06","Malam",0,"Preventive OK",0,0,0,422
2025-10-17,"M-06","Pagi",0,"Preventive OK",0,0,0,415
2025-10-17,"M-06","Siang",0,"Preventive OK",0,0,0,362
2025-10-18,"M-01","Malam",0,"Preventive OK",0,0,0,735
2025-10-18,"M-01","Pagi",0,"Preventive OK",0,0,0,819
2025-10-18,"M-01","Siang",0,"Preventive OK",0,0,0,814
2025-10-18,"M-02","Malam",0,"Preventive OK",0,0,0,856
2025-10-18,"M-02","Pagi",0,"Preventive OK",0,0,0,756
2025-10-18,"M-02","Siang",0,"Preventive OK",0,0,0,811
2025-10-18,"M-03","Malam",0,"Preventive OK",0,0,0,806
2025-10-18,"M-03","Pagi",0,"Preventive OK",0,0,0,861
2025-10-18,"M-03","Siang",0,"Preventive OK",0,0,0,802
2025-10-18,"M-04","Malam",1,"Tool Wear",18,0,18,754
2025-10-18,"M-04","Pagi",0,"Preventive OK",0,0,0,829
2025-10-18,"M-04","Siang",0,"Preventive OK",0,0,0,852
2025-10-18,"M-05","Malam",0,"Preventive OK",0,0,0,394
2025-10-18,"M-05","Pagi",0,"Preventive OK",0,0,0,422
2025-10-18,"M-05","Siang",0,"Preventive OK",0,0,0,363
2025-10-18,"M-06","Malam",0,"Preventive OK",0,0,0,398
2025-10-18,"M-06","Pagi",0,"Preventive OK",0,0,0,444
2025-10-18,"M-06","Siang",0,"Preventive OK",0,0,0,413
2025-10-20,"M-01","Malam",0,"Preventive OK",0,30,30,868
2025-10-20,"M-01","Pagi",0,"Preventive OK",0,30,30,822
2025-10-20,"M-01","Siang",1,"Kelistrikan",28,30,58,745
2025-10-20,"M-02","Malam",0,"Preventive OK",0,30,30,779
2025-10-20,"M-02","Pagi",0,"Preventive OK",0,30,30,809
2025-10-20,"M-02","Siang",0,"Preventive OK",0,30,30,789
2025-10-20,"M-03","Malam",0,"Preventive OK",0,30,30,755
2025-10-20,"M-03","Pagi",0,"Preventive OK",0,30,30,884
2025-10-20,"M-03","Siang",0,"Preventive OK",0,30,30,803
2025-10-20,"M-04","Malam",0,"Preventive OK",0,30,30,751
2025-10-20,"M-04","Pagi",0,"Preventive OK",0,30,30,805
2025-10-20,"M-04","Siang",0,"Preventive OK",0,30,30,842
2025-10-20,"M-05","Malam",0,"Preventive OK",0,30,30,325
2025-10-20,"M-05","Pagi",0,"Preventive OK",0,30,30,438
2025-10-20,"M-05","Siang",0,"Preventive OK",0,30,30,426
2025-10-20,"M-06","Malam",0,"Preventive OK",0,30,30,395
2025-10-20,"M-06","Pagi",0,"Preventive OK",0,30,30,382
2025-10-20,"M-06","Siang",0,"Preventive OK",0,30,30,398
2025-10-21,"M-01","Malam",0,"Preventive OK",0,0,0,812
2025-10-21,"M-01","Pagi",0,"Preventive OK",0,0,0,752
2025-10-21,"M-01","Siang",0,"Preventive OK",0,0,0,841
2025-10-21,"M-02","Malam",1,"Kelistrikan",35,0,35,836
2025-10-21,"M-02","Pagi",0,"Preventive OK",0,0,0,931
2025-10-21,"M-02","Siang",0,"Preventive OK",0,0,0,839
2025-10-21,"M-03","Malam",0,"Preventive OK",0,0,0,804
2025-10-21,"M-03","Pagi",0,"Preventive OK",0,0,0,845
2025-10-21,"M-03","Siang",0,"Preventive OK",0,0,0,852
2025-10-21,"M-04","Malam",0,"Preventive OK",0,0,0,747
2025-10-21,"M-04","Pagi",0,"Preventive OK",0,0,0,898
2025-10-21,"M-04","Siang",0,"Preventive OK",0,0,0,840
2025-10-21,"M-05","Malam",1,"Bearing Failure",17,0,17,407
2025-10-21,"M-05","Pagi",0,"Preventive OK",0,0,0,403
2025-10-21,"M-05","Siang",0,"Preventive OK",0,0,0,437
2025-10-21,"M-06","Malam",0,"Preventive OK",0,0,0,412
2025-10-21,"M-06","Pagi",0,"Preventive OK",0,0,0,407
2025-10-21,"M-06","Siang",0,"Preventive OK",0,0,0,416
2025-10-22,"M-01","Malam",0,"Preventive OK",0,0,0,870
2025-10-22,"M-01","Pagi",0,"Preventive OK",0,0,0,712
2025-10-22,"M-01","Siang",0,"Preventive OK",0,0,0,693
2025-10-22,"M-02","Malam",0,"Preventive OK",0,0,0,794
2025-10-22,"M-02","Pagi",0,"Preventive OK",0,0,0,823
2025-10-22,"M-02","Siang",0,"Preventive OK",0,0,0,842
2025-10-22,"M-03","Malam",0,"Preventive OK",0,0,0,838
2025-10-22,"M-03","Pagi",0,"Preventive OK",0,0,0,884
2025-10-22,"M-03","Siang",0,"Preventive OK",0,0,0,882
2025-10-22,"M-04","Malam",0,"Preventive OK",0,0,0,744
2025-10-22,"M-04","Pagi",1,"Bearing Failure",34,0,34,839
2025-10-22,"M-04","Siang",0,"Preventive OK",0,0,0,791
2025-10-22,"M-05","Malam",0,"Preventive OK",0,0,0,458
2025-10-22,"M-05","Pagi",0,"Preventive OK",0,0,0,405
2025-10-22,"M-05","Siang",0,"Preventive OK",0,0,0,438
2025-10-22,"M-06","Malam",0,"Preventive OK",0,0,0,402
2025-10-22,"M-06","Pagi",0,"Preventive OK",0,0,0,455
2025-10-22,"M-06","Siang",0,"Preventive OK",0,0,0,365
2025-10-23,"M-01","Malam",0,"Preventive OK",0,0,0,701
2025-10-23,"M-01","Pagi",0,"Preventive OK",0,0,0,832
2025-10-23,"M-01","Siang",0,"Preventive OK",0,0,0,872
2025-10-23,"M-02","Malam",0,"Preventive OK",0,0,0,892
2025-10-23,"M-02","Pagi",0,"Preventive OK",0,0,0,853
2025-10-23,"M-02","Siang",0,"Preventive OK",0,0,0,740
2025-10-23,"M-03","Malam",0,"Preventive OK",0,0,0,845
2025-10-23,"M-03","Pagi",0,"Preventive OK",0,0,0,847
2025-10-23,"M-03","Siang",0,"Preventive OK",0,0,0,751
2025-10-23,"M-04","Malam",0,"Preventive OK",0,0,0,894
2025-10-23,"M-04","Pagi",0,"Preventive OK",0,0,0,876
2025-10-23,"M-04","Siang",0,"Preventive OK",0,0,0,860
2025-10-23,"M-05","Malam",0,"Preventive OK",0,0,0,420
2025-10-23,"M-05","Pagi",0,"Preventive OK",0,0,0,368
2025-10-23,"M-05","Siang",0,"Preventive OK",0,0,0,373
2025-10-23,"M-06","Malam",0,"Preventive OK",0,0,0,403
2025-10-23,"M-06","Pagi",0,"Preventive OK",0,0,0,430
2025-10-23,"M-06","Siang",0,"Preventive OK",0,0,0,381
2025-10-24,"M-01","Malam",0,"Preventive OK",0,0,0,864
2025-10-24,"M-01","Pagi",0,"Preventive OK",0,0,0,799
2025-10-24,"M-01","Siang",0,"Preventive OK",0,0,0,862
2025-10-24,"M-02","Malam",0,"Preventive OK",0,0,0,735
2025-10-24,"M-02","Pagi",0,"Preventive OK",0,0,0,768
2025-10-24,"M-02","Siang",0,"Preventive OK",0,0,0,795
2025-10-24,"M-03","Malam",0,"Preventive OK",0,0,0,694
2025-10-24,"M-03","Pagi",0,"Preventive OK",0,0,0,732
2025-10-24,"M-03","Siang",1,"Bearing Failure",16,0,16,833
2025-10-24,"M-04","Malam",0,"Preventive OK",0,0,0,755
2025-10-24,"M-04","Pagi",0,"Preventive OK",0,0,0,839
2025-10-24,"M-04","Siang",0,"Preventive OK",0,0,0,780
2025-10-24,"M-05","Malam",0,"Preventive OK",0,0,0,408
2025-10-24,"M-05","Pagi",0,"Preventive OK",0,0,0,408
2025-10-24,"M-05","Siang",0,"Preventive OK",0,0,0,375
2025-10-24,"M-06","Malam",0,"Preventive OK",0,0,0,418
2025-10-24,"M-06","Pagi",1,"Setup & Adjust",20,0,20,354
2025-10-24,"M-06","Siang",0,"Preventive OK",0,0,0,358
2025-10-25,"M-01","Malam",0,"Preventive OK",0,0,0,839
2025-10-25,"M-01","Pagi",0,"Preventive OK",0,0,0,867
2025-10-25,"M-01","Siang",0,"Preventive OK",0,0,0,725
2025-10-25,"M-02","Malam",0,"Preventive OK",0,0,0,818
2025-10-25,"M-02","Pagi",0,"Preventive OK",0,0,0,857
2025-10-25,"M-02","Siang",1,"Kelistrikan",29,0,29,810
2025-10-25,"M-03","Malam",0,"Preventive OK",0,0,0,881
2025-10-25,"M-03","Pagi",0,"Preventive OK",0,0,0,858
2025-10-25,"M-03","Siang",0,"Preventive OK",0,0,0,886
2025-10-25,"M-04","Malam",0,"Preventive OK",0,0,0,811
2025-10-25,"M-04","Pagi",0,"Preventive OK",0,0,0,775
2025-10-25,"M-04","Siang",0,"Preventive OK",0,0,0,857
2025-10-25,"M-05","Malam",1,"Bearing Failure",34,0,34,339
2025-10-25,"M-05","Pagi",0,"Preventive OK",0,0,0,457
2025-10-25,"M-05","Siang",0,"Preventive OK",0,0,0,406
2025-10-25,"M-06","Malam",0,"Preventive OK",0,0,0,436
2025-10-25,"M-06","Pagi",0,"Preventive OK",0,0,0,447
2025-10-25,"M-06","Siang",0,"Preventive OK",0,0,0,407
2025-10-27,"M-01","Malam",0,"Preventive OK",0,30,30,821
2025-10-27,"M-01","Pagi",0,"Preventive OK",0,30,30,755
2025-10-27,"M-01","Siang",0,"Preventive OK",0,30,30,924
2025-10-27,"M-02","Malam",0,"Preventive OK",0,30,30,820
2025-10-27,"M-02","Pagi",0,"Preventive OK",0,30,30,827
2025-10-27,"M-02","Siang",0,"Preventive OK",0,30,30,866
2025-10-27,"M-03","Malam",0,"Preventive OK",0,30,30,885
2025-10-27,"M-03","Pagi",0,"Preventive OK",0,30,30,826
2025-10-27,"M-03","Siang",0,"Preventive OK",0,30,30,799
2025-10-27,"M-04","Malam",0,"Preventive OK",0,30,30,756
2025-10-27,"M-04","Pagi",1,"Bearing Failure",57,30,87,914
2025-10-27,"M-04","Siang",0,"Preventive OK",0,30,30,834
2025-10-27,"M-05","Malam",0,"Preventive OK",0,30,30,417
2025-10-27,"M-05","Pagi",0,"Preventive OK",0,30,30,451
2025-10-27,"M-05","Siang",0,"Preventive OK",0,30,30,373
2025-10-27,"M-06","Malam",0,"Preventive OK",0,30,30,431
2025-10-27,"M-06","Pagi",0,"Preventive OK",0,30,30,439
2025-10-27,"M-06","Siang",0,"Preventive OK",0,30,30,421
2025-10-28,"M-01","Malam",1,"Tool Wear",17,0,17,889
2025-10-28,"M-01","Pagi",0,"Preventive OK",0,0,0,816
2025-10-28,"M-01","Siang",0,"Preventive OK",0,0,0,834
2025-10-28,"M-02","Malam",0,"Preventive OK",0,0,0,816
2025-10-28,"M-02","Pagi",0,"Preventive OK",0,0,0,808
2025-10-28,"M-02","Siang",0,"Preventive OK",0,0,0,814
2025-10-28,"M-03","Malam",1,"Tool Wear",21,0,21,814
2025-10-28,"M-03","Pagi",0,"Preventive OK",0,0,0,844
2025-10-28,"M-03","Siang",0,"Preventive OK",0,0,0,720
2025-10-28,"M-04","Malam",0,"Preventive OK",0,0,0,798
2025-10-28,"M-04","Pagi",0,"Preventive OK",0,0,0,885
2025-10-28,"M-04","Siang",0,"Preventive OK",0,0,0,805
2025-10-28,"M-05","Malam",0,"Preventive OK",0,0,0,421
2025-10-28,"M-05","Pagi",0,"Preventive OK",0,0,0,435
2025-10-28,"M-05","Siang",0,"Preventive OK",0,0,0,376
2025-10-28,"M-06","Malam",0,"Preventive OK",0,0,0,424
2025-10-28,"M-06","Pagi",0,"Preventive OK",0,0,0,338
2025-10-28,"M-06","Siang",0,"Preventive OK",0,0,0,414
2025-10-29,"M-01","Malam",0,"Preventive OK",0,0,0,750
2025-10-29,"M-01","Pagi",0,"Preventive OK",0,0,0,816
2025-10-29,"M-01","Siang",0,"Preventive OK",0,0,0,784
2025-10-29,"M-02","Malam",1,"Bearing Failure",47,0,47,727
2025-10-29,"M-02","Pagi",0,"Preventive OK",0,0,0,796
2025-10-29,"M-02","Siang",0,"Preventive OK",0,0,0,788
2025-10-29,"M-03","Malam",0,"Preventive OK",0,0,0,878
2025-10-29,"M-03","Pagi",0,"Preventive OK",0,0,0,740
2025-10-29,"M-03","Siang",0,"Preventive OK",0,0,0,670
2025-10-29,"M-04","Malam",0,"Preventive OK",0,0,0,904
2025-10-29,"M-04","Pagi",0,"Preventive OK",0,0,0,782
2025-10-29,"M-04","Siang",0,"Preventive OK",0,0,0,804
2025-10-29,"M-05","Malam",0,"Preventive OK",0,0,0,479
2025-10-29,"M-05","Pagi",0,"Preventive OK",0,0,0,424
2025-10-29,"M-05","Siang",0,"Preventive OK",0,0,0,409
2025-10-29,"M-06","Malam",0,"Preventive OK",0,0,0,354
2025-10-29,"M-06","Pagi",0,"Preventive OK",0,0,0,434
2025-10-29,"M-06","Siang",0,"Preventive OK",0,0,0,368
2025-10-30,"M-01","Malam",0,"Preventive OK",0,0,0,831
2025-10-30,"M-01","Pagi",0,"Preventive OK",0,0,0,769
2025-10-30,"M-01","Siang",0,"Preventive OK",0,0,0,754
2025-10-30,"M-02","Malam",0,"Preventive OK",0,0,0,871
2025-10-30,"M-02","Pagi",0,"Preventive OK",0,0,0,826
2025-10-30,"M-02","Siang",0,"Preventive OK",0,0,0,749
2025-10-30,"M-03","Malam",0,"Preventive OK",0,0,0,754
2025-10-30,"M-03","Pagi",0,"Preventive OK",0,0,0,791
2025-10-30,"M-03","Siang",0,"Preventive OK",0,0,0,850
2025-10-30,"M-04","Malam",0,"Preventive OK",0,0,0,824
2025-10-30,"M-04","Pagi",0,"Preventive OK",0,0,0,895
2025-10-30,"M-04","Siang",0,"Preventive OK",0,0,0,741
2025-10-30,"M-05","Malam",0,"Preventive OK",0,0,0,366
2025-10-30,"M-05","Pagi",0,"Preventive OK",0,0,0,411
2025-10-30,"M-05","Siang",0,"Preventive OK",0,0,0,423
2025-10-30,"M-06","Malam",0,"Preventive OK",0,0,0,403
2025-10-30,"M-06","Pagi",0,"Preventive OK",0,0,0,377
2025-10-30,"M-06","Siang",0,"Preventive OK",0,0,0,402
2025-10-31,"M-01","Malam",0,"Preventive OK",0,0,0,836
2025-10-31,"M-01","Pagi",0,"Preventive OK",0,0,0,967
2025-10-31,"M-01","Siang",0,"Preventive OK",0,0,0,837
2025-10-31,"M-02","Malam",0,"Preventive OK",0,0,0,884
2025-10-31,"M-02","Pagi",0,"Preventive OK",0,0,0,834
2025-10-31,"M-02","Siang",1,"Bearing Failure",32,0,32,735
2025-10-31,"M-03","Malam",0,"Preventive OK",0,0,0,749
2025-10-31,"M-03","Pagi",0,"Preventive OK",0,0,0,791
2025-10-31,"M-03","Siang",0,"Preventive OK",0,0,0,893
2025-10-31,"M-04","Malam",0,"Preventive OK",0,0,0,801
2025-10-31,"M-04","Pagi",0,"Preventive OK",0,0,0,817
2025-10-31,"M-04","Siang",0,"Preventive OK",0,0,0,875
2025-10-31,"M-05","Malam",0,"Preventive OK",0,0,0,420
2025-10-31,"M-05","Pagi",0,"Preventive OK",0,0,0,438
2025-10-31,"M-05","Siang",0,"Preventive OK",0,0,0,399
2025-10-31,"M-06","Malam",0,"Preventive OK",0,0,0,423
2025-10-31,"M-06","Pagi",0,"Preventive OK",0,0,0,398
2025-10-31,"M-06","Siang",0,"Preventive OK",0,0,0,357
2025-11-01,"M-01","Malam",0,"Preventive OK",0,0,0,811
2025-11-01,"M-01","Pagi",0,"Preventive OK",0,0,0,903
2025-11-01,"M-01","Siang",0,"Preventive OK",0,0,0,931
2025-11-01,"M-02","Malam",0,"Preventive OK",0,0,0,877
2025-11-01,"M-02","Pagi",0,"Preventive OK",0,0,0,736
2025-11-01,"M-02","Siang",0,"Preventive OK",0,0,0,785
2025-11-01,"M-03","Malam",0,"Preventive OK",0,0,0,863
2025-11-01,"M-03","Pagi",0,"Preventive OK",0,0,0,761
2025-11-01,"M-03","Siang",0,"Preventive OK",0,0,0,860
2025-11-01,"M-04","Malam",0,"Preventive OK",0,0,0,786
2025-11-01,"M-04","Pagi",0,"Preventive OK",0,0,0,839
2025-11-01,"M-04","Siang",0,"Preventive OK",0,0,0,802
2025-11-01,"M-05","Malam",1,"Setup & Adjust",31,0,31,377
2025-11-01,"M-05","Pagi",0,"Preventive OK",0,0,0,389
2025-11-01,"M-05","Siang",0,"Preventive OK",0,0,0,410
2025-11-01,"M-06","Malam",0,"Preventive OK",0,0,0,401
2025-11-01,"M-06","Pagi",0,"Preventive OK",0,0,0,387
2025-11-01,"M-06","Siang",0,"Preventive OK",0,0,0,408
2025-11-03,"M-01","Malam",0,"Preventive OK",0,30,30,817
2025-11-03,"M-01","Pagi",0,"Preventive OK",0,30,30,718
2025-11-03,"M-01","Siang",0,"Preventive OK",0,30,30,754
2025-11-03,"M-02","Malam",1,"Tool Wear",15,30,45,817
2025-11-03,"M-02","Pagi",0,"Preventive OK",0,30,30,867
2025-11-03,"M-02","Siang",0,"Preventive OK",0,30,30,919
2025-11-03,"M-03","Malam",0,"Preventive OK",0,30,30,798
2025-11-03,"M-03","Pagi",0,"Preventive OK",0,30,30,766
2025-11-03,"M-03","Siang",0,"Preventive OK",0,30,30,899
2025-11-03,"M-04","Malam",1,"Kelistrikan",38,30,68,688
2025-11-03,"M-04","Pagi",0,"Preventive OK",0,30,30,885
2025-11-03,"M-04","Siang",0,"Preventive OK",0,30,30,719
2025-11-03,"M-05","Malam",0,"Preventive OK",0,30,30,379
2025-11-03,"M-05","Pagi",0,"Preventive OK",0,30,30,426
2025-11-03,"M-05","Siang",0,"Preventive OK",0,30,30,355
2025-11-03,"M-06","Malam",0,"Preventive OK",0,30,30,438
2025-11-03,"M-06","Pagi",0,"Preventive OK",0,30,30,408
2025-11-03,"M-06","Siang",0,"Preventive OK",0,30,30,380
2025-11-04,"M-01","Malam",0,"Preventive OK",0,0,0,732
2025-11-04,"M-01","Pagi",0,"Preventive OK",0,0,0,843
2025-11-04,"M-01","Siang",0,"Preventive OK",0,0,0,819
2025-11-04,"M-02","Malam",0,"Preventive OK",0,0,0,840
2025-11-04,"M-02","Pagi",0,"Preventive OK",0,0,0,809
